Speed,instance,QS phase,intercept,stiffness,MSE,R2,inverted
Subject11,1.9169310000000002,CP,-0.093,0.524,0.0,0.935,False
Subject11,1.9169310000000002,ERP,-0.03,1.66,0.001,0.937,False
Subject11,1.9169310000000002,LRP,-0.746,9.092,0.001,0.99,False
Subject11,1.9169310000000002,DP,0.914,2.607,0.002,0.991,False
Subject11,2.063639,CP,-0.122,0.427,0.0,0.968,False
Subject11,2.063639,ERP,0.036,3.449,0.012,0.898,False
Subject11,2.063639,LRP,3.023,-11.004,0.007,0.814,False
Subject11,2.063639,DP,1.09,2.764,0.002,0.984,False
Subject11,2.076295,CP,-0.117,0.312,0.0,0.986,False
Subject11,2.076295,ERP,-0.056,1.565,0.002,0.886,False
Subject11,2.076295,LRP,-1.592,12.466,0.015,0.744,False
Subject11,2.076295,DP,0.935,1.878,0.003,0.978,False
Subject12,0.60661,CP,-0.002,0.033,0.0,0.168,True
Subject12,0.60661,ERP,-0.033,0.814,0.0,0.983,False
Subject12,0.60661,LRP,-1.22,5.401,0.001,0.988,False
Subject12,0.60661,DP,-0.217,3.017,0.013,0.943,False
Subject12,0.619123,CP,-0.001,0.074,0.0,0.169,True
Subject12,0.619123,ERP,-0.062,0.836,0.002,0.793,False
Subject12,0.619123,LRP,-1.912,7.105,0.0,0.998,False
Subject12,0.619123,DP,-0.133,2.931,0.003,0.986,False
Subject12,0.659008,CP,0.004,0.495,0.0,0.869,True
Subject12,0.659008,ERP,-0.059,0.614,0.0,0.964,False
Subject12,0.659008,LRP,-0.777,4.979,0.003,0.983,False
Subject12,0.659008,DP,0.044,2.893,0.01,0.959,False
Subject12,0.696277,CP,0.0,-0.123,0.0,0.306,True
Subject12,0.696277,ERP,-0.095,1.502,0.001,0.924,False
Subject12,0.696277,LRP,-1.125,6.591,0.0,0.994,False
Subject12,0.696277,DP,0.187,2.695,0.002,0.989,False
Subject12,0.813239,CP,0.013,0.323,0.0,0.93,True
Subject12,0.813239,ERP,-0.069,0.919,0.0,0.984,False
Subject12,0.813239,LRP,-0.926,6.709,0.001,0.994,False
Subject12,0.813239,DP,0.249,3.149,0.0,0.999,False
Subject12,0.814231,CP,0.002,0.052,0.0,0.47,True
Subject12,0.814231,ERP,-0.085,0.845,0.0,0.983,False
Subject12,0.814231,LRP,-1.216,6.551,0.001,0.996,False
Subject12,0.814231,DP,0.127,2.987,0.002,0.991,False
Subject12,1.1218709999999998,CP,-0.049,0.242,0.0,0.903,False
Subject12,1.1218709999999998,ERP,-0.003,2.202,0.006,0.877,False
Subject12,1.1218709999999998,LRP,-1.395,9.769,0.0,0.992,False
Subject12,1.1218709999999998,DP,0.311,3.534,0.004,0.983,False
Subject12,1.1393469999999999,CP,-0.054,0.11,0.0,0.769,False
Subject12,1.1393469999999999,ERP,0.021,1.342,0.001,0.927,False
Subject12,1.1393469999999999,LRP,-1.338,8.865,0.001,0.989,False
Subject12,1.1393469999999999,DP,0.449,2.518,0.004,0.98,False
Subject12,1.146001,CP,-0.071,0.415,0.0,0.962,False
Subject12,1.146001,ERP,-0.036,3.259,0.007,0.875,False
Subject12,1.146001,LRP,-0.151,5.242,0.0,0.993,False
Subject12,1.146001,DP,0.63,2.323,0.002,0.989,False
Subject12,1.1463079999999999,CP,-0.06,0.248,0.0,0.968,False
Subject12,1.1463079999999999,ERP,-0.053,1.811,0.006,0.828,False
Subject12,1.1463079999999999,LRP,-1.755,9.955,0.004,0.811,False
Subject12,1.1463079999999999,DP,0.595,2.325,0.003,0.974,False
Subject12,1.193435,CP,-0.053,0.152,0.0,0.83,False
Subject12,1.193435,ERP,0.06,2.982,0.007,0.88,False
Subject12,1.193435,LRP,-0.549,8.124,0.001,0.966,False
Subject12,1.193435,DP,0.584,2.619,0.004,0.975,False
Subject12,1.200024,CP,-0.074,0.439,0.0,0.95,False
Subject12,1.200024,ERP,-0.061,1.558,0.001,0.893,False
Subject12,1.200024,LRP,-0.652,7.538,0.0,0.994,False
Subject12,1.200024,DP,0.658,2.303,0.001,0.992,False
Subject12,1.280154,CP,-0.061,0.155,0.0,0.89,False
Subject12,1.280154,ERP,-0.048,1.778,0.005,0.842,False
Subject12,1.280154,LRP,-1.97,11.089,0.001,0.983,False
Subject12,1.280154,DP,0.578,2.154,0.002,0.984,False
Subject12,1.290255,CP,-0.046,0.088,0.0,0.613,False
Subject12,1.290255,ERP,0.042,2.105,0.004,0.877,False
Subject12,1.290255,LRP,-0.433,5.817,0.002,0.902,False
Subject12,1.290255,DP,0.476,3.032,0.004,0.974,False
Subject12,1.704468,CP,-0.179,0.345,0.0,0.512,False
Subject12,1.704468,ERP,-0.524,3.182,0.001,0.975,False
Subject12,1.704468,LRP,2.245,-4.431,0.006,0.875,False
Subject12,1.704468,DP,0.551,5.45,0.009,0.949,False
Subject12,1.835977,CP,-0.272,0.731,0.001,0.58,False
Subject12,1.835977,ERP,-0.391,2.382,0.001,0.92,False
Subject12,1.835977,LRP,3.223,-8.921,0.005,0.934,False
Subject12,1.835977,DP,0.615,5.122,0.012,0.954,False
Subject13,0.8234530000000001,CP,-0.031,0.161,0.0,0.938,False
Subject13,0.8234530000000001,ERP,0.022,1.064,0.0,0.89,False
Subject13,0.8234530000000001,LRP,-0.116,3.468,0.0,0.995,False
Subject13,0.8234530000000001,DP,0.536,1.617,0.002,0.986,False
Subject13,0.837461,CP,-0.034,0.241,0.0,0.894,False
Subject13,0.837461,ERP,0.004,3.073,0.004,0.966,False
Subject13,0.837461,LRP,0.559,1.589,0.002,0.989,False
Subject13,0.837461,DP,-0.006,-0.025,0.0,0.457,False
Subject13,0.9477180000000001,CP,-0.038,0.224,0.0,0.972,False
Subject13,0.9477180000000001,ERP,-0.019,2.926,0.008,0.929,False
Subject13,0.9477180000000001,LRP,0.584,1.601,0.002,0.987,False
Subject13,0.9477180000000001,DP,-0.006,-0.031,0.0,0.515,False
Subject13,0.997215,CP,-0.047,0.227,0.0,0.946,False
Subject13,0.997215,ERP,-0.056,2.797,0.013,0.91,False
Subject13,0.997215,LRP,0.499,1.936,0.001,0.993,False
Subject13,0.997215,DP,-0.004,-0.045,0.0,0.584,False
Subject13,1.05775,CP,-0.029,0.13,0.0,0.917,False
Subject13,1.05775,ERP,-0.008,2.521,0.007,0.946,False
Subject13,1.05775,LRP,0.631,1.679,0.002,0.989,False
Subject13,1.05775,DP,-0.005,-0.042,0.0,0.571,False
Subject13,1.1542780000000001,CP,-0.039,0.165,0.0,0.804,False
Subject13,1.1542780000000001,ERP,-0.018,3.372,0.005,0.961,False
Subject13,1.1542780000000001,LRP,0.702,1.947,0.002,0.988,False
Subject13,1.1542780000000001,DP,-0.006,-0.074,0.0,0.557,False
Subject13,1.198019,CP,-0.055,0.277,0.0,0.969,False
Subject13,1.198019,ERP,0.08,1.272,0.0,0.944,False
Subject13,1.198019,LRP,0.126,3.45,0.002,0.975,False
Subject13,1.198019,DP,0.818,1.639,0.001,0.992,False
Subject13,1.2006459999999999,CP,-0.031,0.148,0.0,0.867,False
Subject13,1.2006459999999999,ERP,-0.068,2.206,0.016,0.859,False
Subject13,1.2006459999999999,LRP,0.609,1.839,0.004,0.978,False
Subject13,1.2006459999999999,DP,-0.004,-0.102,0.0,0.597,False
Subject13,1.241301,CP,-0.05,0.236,0.0,0.922,False
Subject13,1.241301,ERP,0.036,1.443,0.001,0.902,False
Subject13,1.241301,LRP,0.026,2.901,0.003,0.96,False
Subject13,1.241301,DP,0.708,1.363,0.002,0.988,False
Subject14,0.9779389999999999,CP,-0.01,0.058,0.0,0.011,True
Subject14,0.9779389999999999,ERP,0.033,2.478,0.001,0.978,False
Subject14,0.9779389999999999,LRP,-0.544,5.918,0.0,0.998,False
Subject14,0.9779389999999999,DP,0.622,1.868,0.009,0.959,False
Subject14,1.116765,CP,-0.029,0.643,0.0,0.879,False
Subject14,1.116765,ERP,0.04,2.394,0.001,0.967,False
Subject14,1.116765,LRP,-0.977,8.769,0.0,0.994,False
Subject14,1.116765,DP,0.719,2.041,0.003,0.984,False
Subject14,1.151092,CP,-0.031,0.43,0.0,0.823,False
Subject14,1.151092,ERP,0.111,2.3,0.001,0.961,False
Subject14,1.151092,LRP,-0.783,9.2,0.001,0.981,False
Subject14,1.151092,DP,0.767,1.603,0.004,0.976,False
Subject14,1.226833,CP,-0.049,0.428,0.0,0.77,False
Subject14,1.226833,ERP,0.037,2.507,0.002,0.95,False
Subject14,1.226833,LRP,-0.775,8.386,0.001,0.984,False
Subject14,1.226833,DP,0.654,2.603,0.0,0.999,False
Subject14,1.264061,CP,-0.036,0.669,0.0,0.705,False
Subject14,1.264061,ERP,0.081,2.408,0.0,0.988,False
Subject14,1.264061,LRP,-0.903,9.319,0.0,0.998,False
Subject14,1.264061,DP,0.757,2.369,0.0,0.998,False
Subject14,1.397368,CP,0.009,0.57,0.0,0.834,True
Subject14,1.397368,ERP,0.006,1.783,0.0,0.972,False
Subject14,1.397368,LRP,-1.733,12.813,0.0,0.997,False
Subject14,1.397368,DP,0.831,1.711,0.004,0.982,False
Subject14,1.406719,CP,-0.03,0.791,0.0,0.765,False
Subject14,1.406719,ERP,0.035,1.8,0.0,0.985,False
Subject14,1.406719,LRP,-1.082,9.954,0.0,0.996,False
Subject14,1.406719,DP,0.725,2.448,0.0,0.999,False
Subject14,1.425886,CP,-0.041,0.566,0.0,0.819,False
Subject14,1.425886,ERP,0.101,1.85,0.001,0.973,False
Subject14,1.425886,LRP,-0.978,10.318,0.0,0.996,False
Subject14,1.425886,DP,0.847,2.482,0.0,0.998,False
Subject14,1.450048,CP,-0.039,0.69,0.0,0.756,False
Subject14,1.450048,ERP,0.044,1.796,0.0,0.982,False
Subject14,1.450048,LRP,-0.874,9.861,0.0,0.997,False
Subject14,1.450048,DP,0.845,2.34,0.0,0.998,False
Subject15,0.593621,CP,-0.032,0.276,0.0,0.955,False
Subject15,0.593621,ERP,-0.017,0.663,0.0,0.981,False
Subject15,0.593621,LRP,-2.285,8.759,0.004,0.961,False
Subject15,0.593621,DP,0.294,2.43,0.001,0.993,False
Subject15,0.6064609999999999,CP,-0.02,0.111,0.0,0.874,False
Subject15,0.6064609999999999,ERP,0.068,1.323,0.001,0.928,False
Subject15,0.6064609999999999,LRP,-1.374,9.305,0.0,0.99,False
Subject15,0.6064609999999999,DP,0.597,2.153,0.002,0.984,False
Subject15,0.715461,CP,-0.036,0.249,0.0,0.936,False
Subject15,0.715461,ERP,0.012,1.499,0.002,0.923,False
Subject15,0.715461,LRP,0.205,0.04,0.0,0.955,True
Subject15,0.715461,DP,0.637,2.35,0.005,0.972,False
Subject15,0.992714,CP,-0.026,0.316,0.0,0.919,False
Subject15,0.992714,ERP,0.01,1.638,0.002,0.875,False
Subject15,0.992714,LRP,-0.996,8.601,0.0,0.998,False
Subject15,0.992714,DP,0.694,1.969,0.0,0.998,False
Subject15,1.134932,CP,-0.038,0.077,0.0,0.335,False
Subject15,1.134932,ERP,0.272,2.489,0.001,0.9,False
Subject15,1.134932,LRP,0.384,4.288,0.001,0.971,False
Subject15,1.134932,DP,0.9,2.154,0.004,0.966,False
Subject15,1.2092610000000001,CP,-0.038,0.01,0.0,0.006,False
Subject15,1.2092610000000001,ERP,0.153,2.25,0.001,0.948,False
Subject15,1.2092610000000001,LRP,-0.068,5.774,0.001,0.959,False
Subject15,1.2092610000000001,DP,0.85,2.526,0.01,0.931,False
Subject15,1.297079,CP,-0.066,0.173,0.0,0.726,False
Subject15,1.297079,ERP,0.014,1.558,0.001,0.951,False
Subject15,1.297079,LRP,-1.133,8.314,0.015,0.748,False
Subject15,1.297079,DP,0.717,2.153,0.001,0.997,False
Subject15,1.30237,CP,0.0,0.158,0.0,0.221,True
Subject15,1.30237,ERP,-0.031,1.926,0.0,0.975,False
Subject15,1.30237,LRP,-0.558,6.009,0.001,0.98,False
Subject15,1.30237,DP,0.526,2.459,0.003,0.979,False
Subject15,1.385833,CP,-0.065,0.356,0.0,0.793,False
Subject15,1.385833,ERP,0.05,3.765,0.008,0.916,False
Subject15,1.385833,LRP,1.882,-5.11,0.002,0.834,False
Subject15,1.385833,DP,0.947,2.098,0.0,0.999,False
Subject16,0.885285,CP,-0.035,0.412,0.0,0.972,False
Subject16,0.885285,ERP,-0.028,1.234,0.001,0.879,False
Subject16,0.885285,LRP,-0.656,7.15,0.001,0.99,False
Subject16,0.885285,DP,0.613,2.377,0.002,0.988,False
Subject16,0.899063,CP,-0.035,0.235,0.0,0.949,False
Subject16,0.899063,ERP,0.01,1.626,0.001,0.921,False
Subject16,0.899063,LRP,-0.58,6.078,0.0,0.996,False
Subject16,0.899063,DP,0.616,2.206,0.004,0.977,False
Subject16,1.031898,CP,-0.06,0.672,0.0,0.965,False
Subject16,1.031898,ERP,-0.043,1.182,0.001,0.899,False
Subject16,1.031898,LRP,-0.785,7.802,0.0,0.997,False
Subject16,1.031898,DP,0.671,1.8,0.0,0.997,False
Subject16,1.113788,CP,-0.071,0.443,0.0,0.799,False
Subject16,1.113788,ERP,-0.051,3.266,0.005,0.922,False
Subject16,1.113788,LRP,-0.882,9.358,0.001,0.972,False
Subject16,1.113788,DP,0.841,2.176,0.0,0.999,False
Subject17,0.60998,CP,-0.01,-0.029,0.0,0.599,False
Subject17,0.60998,ERP,0.093,1.279,0.001,0.941,False
Subject17,0.60998,LRP,-0.619,4.803,0.001,0.984,False
Subject17,0.60998,DP,0.457,1.906,0.004,0.977,False
Subject17,0.619416,CP,-0.023,0.096,0.0,0.811,False
Subject17,0.619416,ERP,0.066,1.442,0.003,0.912,False
Subject17,0.619416,LRP,-1.04,5.589,0.0,0.997,False
Subject17,0.619416,DP,0.516,1.842,0.01,0.965,False
Subject17,0.746853,CP,-0.013,0.015,0.0,0.265,False
Subject17,0.746853,ERP,0.078,1.536,0.003,0.895,False
Subject17,0.746853,LRP,-0.738,5.376,0.0,0.991,False
Subject17,0.746853,DP,0.459,2.164,0.005,0.977,False
Subject17,0.747109,CP,-0.028,0.082,0.0,0.805,False
Subject17,0.747109,ERP,0.042,2.182,0.01,0.841,False
Subject17,0.747109,LRP,-0.409,4.996,0.0,0.995,False
Subject17,0.747109,DP,0.611,1.853,0.006,0.974,False
Subject17,0.75789,CP,-0.021,0.005,0.0,0.013,False
Subject17,0.75789,ERP,0.056,1.406,0.001,0.933,False
Subject17,0.75789,LRP,-0.457,4.52,0.0,0.995,False
Subject17,0.75789,DP,0.528,1.959,0.006,0.973,False
Subject17,0.765264,CP,-0.032,-0.013,0.0,0.065,False
Subject17,0.765264,ERP,0.166,2.107,0.002,0.958,False
Subject17,0.765264,LRP,-0.167,4.145,0.0,0.997,False
Subject17,0.765264,DP,0.513,2.203,0.003,0.986,False
Subject17,0.7698729999999999,CP,0.076,1.152,0.001,0.798,False
Subject17,0.7698729999999999,ERP,-0.006,3.373,0.001,0.989,False
Subject17,0.7698729999999999,LRP,0.525,1.649,0.005,0.969,False
Subject17,0.7698729999999999,DP,-0.006,-0.03,0.0,0.373,False
Subject17,1.2616459999999998,CP,-0.033,-0.027,0.0,0.209,False
Subject17,1.2616459999999998,ERP,0.1,1.411,0.003,0.784,False
Subject17,1.2616459999999998,LRP,0.08,3.445,0.0,0.966,False
Subject17,1.2616459999999998,DP,-0.093,5.123,0.0,0.992,False
Subject17,1.2930270000000001,CP,-0.029,-0.088,0.0,0.666,False
Subject17,1.2930270000000001,ERP,0.118,1.345,0.001,0.92,False
Subject17,1.2930270000000001,LRP,0.002,4.472,0.003,0.939,False
Subject17,1.2930270000000001,DP,0.735,2.079,0.004,0.975,False
Subject17,1.3448639999999998,CP,-0.042,0.067,0.0,0.49,False
Subject17,1.3448639999999998,ERP,0.014,1.096,0.001,0.901,False
Subject17,1.3448639999999998,LRP,-0.035,3.174,0.005,0.797,False
Subject17,1.3448639999999998,DP,-0.736,6.711,0.003,0.926,False
Subject17,1.36117,CP,-0.021,-0.124,0.0,0.873,False
Subject17,1.36117,ERP,0.122,1.069,0.001,0.92,False
Subject17,1.36117,LRP,0.06,3.52,0.003,0.86,False
Subject17,1.36117,DP,-0.234,5.385,0.0,0.986,False
Subject17,1.370623,CP,-0.015,-0.168,0.0,0.917,False
Subject17,1.370623,ERP,0.105,1.42,0.003,0.836,False
Subject17,1.370623,LRP,0.059,3.156,0.001,0.966,False
Subject17,1.370623,DP,-1.043,8.174,0.001,0.914,False
Subject17,1.371412,CP,-0.034,-0.157,0.0,0.849,False
Subject17,1.371412,ERP,0.176,2.002,0.005,0.83,False
Subject17,1.371412,LRP,0.27,3.179,0.001,0.903,False
Subject17,1.371412,DP,-0.104,6.296,0.0,0.982,False
Subject17,1.386575,CP,-0.025,-0.163,0.0,0.915,False
Subject17,1.386575,ERP,0.117,1.122,0.001,0.905,False
Subject17,1.386575,LRP,-0.141,5.161,0.009,0.914,False
Subject17,1.386575,DP,0.768,1.904,0.005,0.975,False
Subject17,1.391348,CP,-0.022,-0.144,0.0,0.883,False
Subject17,1.391348,ERP,0.114,1.263,0.001,0.916,False
Subject17,1.391348,LRP,0.071,3.845,0.002,0.866,False
Subject17,1.391348,DP,-0.416,7.489,0.002,0.929,False
Subject17,1.406862,CP,-0.034,-0.018,0.0,0.169,False
Subject17,1.406862,ERP,0.062,0.922,0.001,0.93,False
Subject17,1.406862,LRP,-0.099,3.69,0.006,0.721,False
Subject17,1.406862,DP,-0.711,7.277,0.004,0.905,False
Subject17,1.414439,CP,-0.033,-0.088,0.0,0.742,False
Subject17,1.414439,ERP,0.102,2.717,0.008,0.868,False
Subject17,1.414439,LRP,-0.836,8.578,0.001,0.943,False
Subject17,1.414439,DP,0.795,1.754,0.004,0.98,False
Subject17,1.9026470000000002,CP,0.007,-0.509,0.0,0.966,False
Subject17,1.9026470000000002,ERP,0.231,1.82,0.009,0.729,False
Subject17,1.9026470000000002,LRP,-0.246,7.434,0.002,0.95,False
Subject17,1.9026470000000002,DP,0.618,1.736,0.183,0.359,False
Subject17,1.916437,CP,-0.034,-0.218,0.0,0.944,False
Subject17,1.916437,ERP,0.105,1.181,0.005,0.668,False
Subject17,1.916437,LRP,-0.554,8.714,0.003,0.964,False
Subject17,1.916437,DP,0.931,1.836,0.002,0.989,False
Subject17,1.9820689999999999,CP,0.01,-0.486,0.0,0.935,False
Subject17,1.9820689999999999,ERP,0.132,0.994,0.0,0.986,False
Subject17,1.9820689999999999,LRP,0.341,-0.254,0.0,0.484,True
Subject17,1.9820689999999999,DP,0.202,0.003,0.0,0.005,True
Subject17,2.006884,CP,-0.025,-0.352,0.0,0.935,False
Subject17,2.006884,ERP,0.071,1.241,0.004,0.752,False
Subject17,2.006884,LRP,-0.166,5.701,0.06,0.197,False
Subject17,2.006884,DP,0.92,1.676,0.002,0.987,False
Subject17,2.027388,CP,0.031,0.653,0.001,0.82,False
Subject17,2.027388,ERP,-1.076,11.239,0.02,0.859,False
Subject17,2.027388,LRP,0.975,1.783,0.001,0.99,False
Subject17,2.027388,DP,-0.037,-0.452,0.001,0.807,False
Subject17,2.0293229999999998,CP,-0.003,-0.311,0.0,0.97,False
Subject17,2.0293229999999998,ERP,0.211,0.925,0.001,0.956,False
Subject17,2.0293229999999998,LRP,0.797,-2.158,0.003,0.382,False
Subject17,2.0293229999999998,DP,-0.189,8.891,0.009,0.713,False
Subject17,2.039098,CP,-0.018,-0.226,0.0,0.946,False
Subject17,2.039098,ERP,0.128,1.084,0.003,0.791,False
Subject17,2.039098,LRP,-0.223,7.198,0.082,0.073,False
Subject17,2.039098,DP,1.006,1.731,0.001,0.993,False
Subject17,2.057419,CP,0.138,1.237,0.002,0.876,False
Subject17,2.057419,ERP,0.8,-1.948,0.0,0.942,False
Subject17,2.057419,LRP,-0.487,10.846,0.007,0.792,False
Subject17,2.057419,DP,1.053,1.436,0.002,0.985,False
Subject18,0.719178,CP,0.017,-0.727,0.0,0.849,False
Subject18,0.719178,ERP,0.158,2.203,0.0,0.984,False
Subject18,0.719178,LRP,0.036,3.748,0.001,0.985,False
Subject18,0.719178,DP,0.332,2.786,0.004,0.982,False
Subject18,0.730305,CP,-0.026,-0.165,0.0,0.584,False
Subject18,0.730305,ERP,0.168,3.432,0.005,0.967,False
Subject18,0.730305,LRP,0.444,2.977,0.0,0.998,False
Subject18,0.730305,DP,-0.005,-0.036,0.0,0.442,False
Subject18,0.737305,CP,-0.022,-0.217,0.0,0.772,False
Subject18,0.737305,ERP,0.076,2.571,0.009,0.919,False
Subject18,0.737305,LRP,0.308,2.63,0.001,0.995,False
Subject18,0.737305,DP,-0.004,-0.028,0.0,0.407,False
Subject18,0.761129,CP,0.02,-0.701,0.0,0.801,False
Subject18,0.761129,ERP,0.002,2.794,0.012,0.922,False
Subject18,0.761129,LRP,0.142,2.816,0.003,0.989,False
Subject18,0.761129,DP,-0.004,-0.044,0.0,0.429,False
Subject18,0.77008,CP,-0.036,-0.017,0.0,0.023,False
Subject18,0.77008,ERP,0.245,4.293,0.008,0.965,False
Subject18,0.77008,LRP,0.662,3.035,0.001,0.996,False
Subject18,0.77008,DP,-0.005,-0.048,0.0,0.456,False
Subject18,0.7834,CP,0.012,-0.65,0.0,0.761,False
Subject18,0.7834,ERP,0.004,3.284,0.014,0.921,False
Subject18,0.7834,LRP,0.364,2.782,0.005,0.983,False
Subject18,0.7834,DP,-0.005,-0.018,0.0,0.456,False
Subject18,0.9746739999999999,CP,0.039,-0.964,0.0,0.801,False
Subject18,0.9746739999999999,ERP,0.207,2.181,0.0,0.996,False
Subject18,0.9746739999999999,LRP,-0.271,4.186,0.0,0.997,False
Subject18,0.9746739999999999,DP,0.28,2.641,0.004,0.984,False
Subject18,0.974678,CP,-0.026,-0.368,0.0,0.775,False
Subject18,0.974678,ERP,0.109,1.949,0.0,0.992,False
Subject18,0.974678,LRP,-0.02,3.996,0.001,0.987,False
Subject18,0.974678,DP,0.383,2.773,0.0,0.999,False
Subject18,1.001376,CP,-0.015,-0.389,0.0,0.752,False
Subject18,1.001376,ERP,0.076,1.42,0.0,0.983,False
Subject18,1.001376,LRP,-0.436,5.46,0.001,0.994,False
Subject18,1.001376,DP,0.342,3.144,0.0,0.998,False
Subject18,1.017574,CP,-0.028,-0.338,0.0,0.779,False
Subject18,1.017574,ERP,0.174,1.533,0.0,0.99,False
Subject18,1.017574,LRP,-0.007,4.313,0.001,0.991,False
Subject18,1.017574,DP,0.495,2.839,0.0,0.999,False
Subject18,1.019743,CP,0.015,-0.543,0.0,0.885,False
Subject18,1.019743,ERP,0.148,1.524,0.0,0.988,False
Subject18,1.019743,LRP,-0.44,4.545,0.001,0.994,False
Subject18,1.019743,DP,0.298,2.509,0.003,0.987,False
Subject18,1.027699,CP,-0.02,-0.346,0.0,0.841,False
Subject18,1.027699,ERP,0.123,1.436,0.0,0.983,False
Subject18,1.027699,LRP,-0.182,5.008,0.0,0.996,False
Subject18,1.027699,DP,0.432,3.033,0.0,0.999,False
Subject18,1.0375370000000002,CP,0.0,-0.256,0.0,0.747,True
Subject18,1.0375370000000002,ERP,0.113,1.355,0.0,0.986,False
Subject18,1.0375370000000002,LRP,-0.399,4.867,0.001,0.995,False
Subject18,1.0375370000000002,DP,0.339,2.817,0.005,0.981,False
Subject18,1.0409329999999999,CP,-0.002,-0.248,0.0,0.589,True
Subject18,1.0409329999999999,ERP,0.088,1.54,0.0,0.985,False
Subject18,1.0409329999999999,LRP,-0.86,5.416,0.0,0.998,False
Subject18,1.0409329999999999,DP,0.201,2.819,0.002,0.992,False
Subject18,1.374328,CP,0.016,-0.743,0.0,0.851,False
Subject18,1.374328,ERP,0.117,0.648,0.0,0.959,False
Subject18,1.374328,LRP,-0.861,6.226,0.0,0.999,False
Subject18,1.374328,DP,0.54,2.548,0.001,0.996,False
Subject18,1.380116,CP,-0.03,-0.533,0.0,0.782,False
Subject18,1.380116,ERP,0.077,1.039,0.0,0.972,False
Subject18,1.380116,LRP,-0.579,6.336,0.0,0.997,False
Subject18,1.380116,DP,0.525,3.013,0.0,0.999,False
Subject19,0.40128,CP,-0.02,0.287,0.0,0.886,False
Subject19,0.40128,ERP,-0.041,1.576,0.001,0.918,False
Subject19,0.40128,LRP,-0.663,4.96,0.0,0.982,False
Subject19,0.40128,DP,0.087,2.286,0.003,0.966,False
Subject19,0.46949700000000005,CP,-0.018,0.168,0.0,0.799,False
Subject19,0.46949700000000005,ERP,0.005,2.579,0.004,0.946,False
Subject19,0.46949700000000005,LRP,0.182,0.102,0.0,0.958,True
Subject19,0.46949700000000005,DP,0.266,2.793,0.004,0.975,False
Subject19,0.501239,CP,-0.028,0.536,0.0,0.837,False
Subject19,0.501239,ERP,-0.131,2.74,0.011,0.887,False
Subject19,0.501239,LRP,-1.069,6.631,0.001,0.898,False
Subject19,0.501239,DP,0.194,2.738,0.004,0.977,False
Subject19,0.628483,CP,-0.012,0.038,0.0,0.473,False
Subject19,0.628483,ERP,-0.003,1.898,0.001,0.954,False
Subject19,0.628483,LRP,-1.235,6.711,0.0,0.992,False
Subject19,0.628483,DP,0.222,2.64,0.004,0.978,False
Subject19,0.668503,CP,-0.005,-0.19,0.0,0.895,False
Subject19,0.668503,ERP,0.021,2.9,0.002,0.976,False
Subject19,0.668503,LRP,-0.727,5.798,0.0,0.994,False
Subject19,0.668503,DP,0.264,2.68,0.008,0.967,False
Subject19,0.679696,CP,-0.014,0.116,0.0,0.614,False
Subject19,0.679696,ERP,-0.017,1.739,0.002,0.91,False
Subject19,0.679696,LRP,-0.628,5.005,0.001,0.986,False
Subject19,0.679696,DP,0.204,2.345,0.009,0.948,False
Subject19,0.700531,CP,-0.032,0.453,0.0,0.903,False
Subject19,0.700531,ERP,-0.053,1.618,0.001,0.903,False
Subject19,0.700531,LRP,-0.524,4.524,0.0,0.998,False
Subject19,0.700531,DP,0.294,2.167,0.004,0.976,False
Subject19,0.758547,CP,-0.0,-0.195,0.0,0.953,False
Subject19,0.758547,ERP,0.095,2.304,0.002,0.952,False
Subject19,0.758547,LRP,-0.254,4.126,0.0,0.996,False
Subject19,0.758547,DP,0.385,2.284,0.006,0.975,False
Subject19,0.783308,CP,-0.038,0.36,0.0,0.797,False
Subject19,0.783308,ERP,-0.05,1.32,0.001,0.903,False
Subject19,0.783308,LRP,-0.742,5.054,0.0,0.995,False
Subject19,0.783308,DP,0.39,1.976,0.003,0.98,False
Subject19,0.804012,CP,-0.032,0.357,0.0,0.754,False
Subject19,0.804012,ERP,-0.02,1.639,0.001,0.954,False
Subject19,0.804012,LRP,-0.945,6.781,0.0,0.994,False
Subject19,0.804012,DP,0.458,2.502,0.001,0.993,False
Subject19,0.830363,CP,-0.042,0.292,0.0,0.778,False
Subject19,0.830363,ERP,-0.054,1.592,0.002,0.933,False
Subject19,0.830363,LRP,-1.23,5.536,0.001,0.981,False
Subject19,0.830363,DP,0.27,2.025,0.006,0.97,False
Subject19,0.8377209999999999,CP,-0.0,-0.178,0.0,0.929,False
Subject19,0.8377209999999999,ERP,0.144,2.003,0.001,0.953,False
Subject19,0.8377209999999999,LRP,-0.172,4.43,0.0,0.995,False
Subject19,0.8377209999999999,DP,0.41,2.349,0.007,0.966,False
Subject19,0.8416379999999999,CP,-0.013,-0.022,0.0,0.178,False
Subject19,0.8416379999999999,ERP,0.014,2.302,0.005,0.931,False
Subject19,0.8416379999999999,LRP,-1.053,6.63,0.0,0.994,False
Subject19,0.8416379999999999,DP,0.386,2.459,0.006,0.974,False
Subject19,0.901824,CP,-0.017,-0.14,0.0,0.835,False
Subject19,0.901824,ERP,0.095,1.652,0.0,0.976,False
Subject19,0.901824,LRP,-0.518,4.843,0.0,0.996,False
Subject19,0.901824,DP,0.397,2.257,0.007,0.968,False
Subject19,0.9140209999999999,CP,-0.028,0.148,0.0,0.773,False
Subject19,0.9140209999999999,ERP,-0.02,1.845,0.002,0.939,False
