Speed,instance,QS phase,intercept,stiffness,MSE,R2,inverted
Subject6,1.349414,ERP,0.201,3.645,0.002,0.798,False
Subject6,1.349414,LRP,0.316,4.848,0.003,0.958,False
Subject6,1.349414,DP,0.923,1.954,0.004,0.979,False
Subject6,1.447233,CP,-0.036,0.215,0.0,0.954,False
Subject6,1.447233,ERP,0.032,2.003,0.007,0.762,False
Subject6,1.447233,LRP,-0.591,9.307,0.001,0.973,False
Subject6,1.447233,DP,0.957,2.005,0.005,0.971,False
Subject6,1.4705979999999998,CP,-0.027,-0.095,0.0,0.83,False
Subject6,1.4705979999999998,ERP,0.112,0.994,0.001,0.874,False
Subject6,1.4705979999999998,LRP,-0.088,4.876,0.001,0.946,False
Subject6,1.4705979999999998,DP,-0.132,6.628,0.004,0.876,False
Subject6,1.944146,CP,-0.067,0.182,0.0,0.978,False
Subject6,1.944146,ERP,0.027,1.644,0.006,0.749,False
Subject6,1.944146,LRP,1.521,-7.343,0.005,0.869,False
Subject6,1.944146,DP,0.978,1.461,0.001,0.986,False
Subject6,1.9954560000000001,CP,-0.017,-0.067,0.0,0.791,False
Subject6,1.9954560000000001,ERP,0.056,1.34,0.001,0.838,False
Subject6,1.9954560000000001,LRP,1.766,-10.011,0.008,0.743,False
Subject6,1.9954560000000001,DP,1.085,1.596,0.013,0.884,False
Subject6,2.065132,CP,-0.041,0.11,0.0,0.963,False
Subject6,2.065132,ERP,-0.002,0.921,0.003,0.712,False
Subject6,2.065132,LRP,1.605,-6.469,0.001,0.982,False
Subject6,2.065132,DP,1.039,1.907,0.0,0.999,False
Subject7,0.8149390000000001,CP,-0.026,0.163,0.0,0.62,False
Subject7,0.8149390000000001,ERP,0.27,3.969,0.002,0.941,False
Subject7,0.8149390000000001,LRP,0.023,13.683,0.002,0.947,False
Subject7,0.8149390000000001,DP,1.038,3.091,0.005,0.975,False
Subject7,0.8269190000000001,CP,-0.048,0.608,0.0,0.932,False
Subject7,0.8269190000000001,ERP,0.209,3.471,0.002,0.95,False
Subject7,0.8269190000000001,LRP,0.085,6.918,0.0,0.995,False
Subject7,0.8269190000000001,DP,0.782,2.351,0.013,0.948,False
Subject7,0.8591049999999999,CP,-0.027,0.079,0.0,0.64,False
Subject7,0.8591049999999999,ERP,0.261,4.736,0.01,0.874,False
Subject7,0.8591049999999999,LRP,0.054,0.043,0.0,0.907,True
Subject7,0.8591049999999999,DP,0.948,3.176,0.008,0.968,False
Subject7,0.8784200000000001,CP,-0.034,1.273,0.0,0.967,False
Subject7,0.8784200000000001,ERP,0.352,5.601,0.002,0.984,False
Subject7,0.8784200000000001,LRP,0.388,6.051,0.0,0.985,False
Subject7,0.8784200000000001,DP,0.822,2.017,0.013,0.944,False
Subject7,0.894789,CP,-0.031,0.07,0.0,0.274,False
Subject7,0.894789,ERP,0.235,6.272,0.023,0.896,False
Subject7,0.894789,LRP,0.1,0.025,0.0,0.002,True
Subject7,0.894789,DP,0.882,2.442,0.024,0.885,False
Subject7,0.9110229999999999,CP,-0.035,1.104,0.0,0.949,False
Subject7,0.9110229999999999,ERP,0.149,3.306,0.001,0.971,False
Subject7,0.9110229999999999,LRP,0.146,7.555,0.001,0.978,False
Subject7,0.9110229999999999,DP,0.816,2.099,0.012,0.95,False
Subject7,0.914105,CP,-0.023,0.909,0.0,0.832,False
Subject7,0.914105,ERP,0.272,5.548,0.006,0.943,False
Subject7,0.914105,LRP,0.425,6.352,0.001,0.915,False
Subject7,0.914105,DP,0.779,1.958,0.012,0.937,False
Subject7,0.9166790000000001,CP,-0.029,0.172,0.0,0.894,False
Subject7,0.9166790000000001,ERP,0.295,5.02,0.006,0.928,False
Subject7,0.9166790000000001,LRP,0.043,0.05,0.0,0.939,True
Subject7,0.9166790000000001,DP,1.01,2.806,0.007,0.974,False
Subject7,0.9380809999999999,CP,-0.054,1.126,0.0,0.974,False
Subject7,0.9380809999999999,ERP,0.194,3.602,0.001,0.959,False
Subject7,0.9380809999999999,LRP,0.269,9.485,0.0,0.997,False
Subject7,0.9380809999999999,DP,0.913,2.467,0.011,0.952,False
Subject7,0.95994,CP,-0.031,-0.065,0.0,0.12,False
Subject7,0.95994,ERP,0.167,4.865,0.009,0.911,False
Subject7,0.95994,LRP,0.105,0.025,0.0,0.641,True
Subject7,0.95994,DP,0.936,3.119,0.013,0.956,False
Subject7,1.019061,CP,-0.054,0.782,0.0,0.927,False
Subject7,1.019061,ERP,0.201,3.42,0.002,0.914,False
Subject7,1.019061,LRP,0.23,10.362,0.0,0.995,False
Subject7,1.019061,DP,0.939,2.415,0.017,0.939,False
Subject7,1.0311059999999999,CP,-0.042,0.628,0.0,0.915,False
Subject7,1.0311059999999999,ERP,0.255,3.492,0.003,0.921,False
Subject7,1.0311059999999999,LRP,0.323,8.16,0.001,0.983,False
Subject7,1.0311059999999999,DP,0.887,2.203,0.015,0.938,False
Subject7,1.038065,CP,-0.007,-0.088,0.0,0.257,False
Subject7,1.038065,ERP,0.346,3.141,0.002,0.92,False
Subject7,1.038065,LRP,0.275,9.277,0.001,0.97,False
Subject7,1.038065,DP,1.053,2.729,0.007,0.969,False
Subject7,1.04366,CP,-0.026,0.116,0.0,0.846,False
Subject7,1.04366,ERP,0.319,5.552,0.02,0.855,False
Subject7,1.04366,LRP,0.164,-0.058,0.0,0.928,True
Subject7,1.04366,DP,1.05,2.61,0.009,0.964,False
Subject7,1.068597,CP,-0.028,1.047,0.0,0.866,False
Subject7,1.068597,ERP,0.294,4.005,0.001,0.968,False
Subject7,1.068597,LRP,0.475,8.522,0.001,0.988,False
Subject7,1.068597,DP,0.982,2.255,0.011,0.957,False
Subject7,1.075284,CP,-0.015,-0.126,0.0,0.538,False
Subject7,1.075284,ERP,0.475,3.79,0.003,0.935,False
Subject7,1.075284,LRP,0.422,8.638,0.0,0.993,False
Subject7,1.075284,DP,1.104,2.749,0.007,0.972,False
Subject7,1.1071010000000001,CP,-0.05,0.682,0.0,0.863,False
Subject7,1.1071010000000001,ERP,0.173,2.901,0.002,0.917,False
Subject7,1.1071010000000001,LRP,0.135,8.479,0.0,0.995,False
Subject7,1.1071010000000001,DP,0.985,2.387,0.009,0.967,False
Subject7,1.109789,CP,-0.03,0.08,0.0,0.411,False
Subject7,1.109789,ERP,0.369,5.66,0.017,0.891,False
Subject7,1.109789,LRP,1.7,-4.403,0.001,0.656,False
Subject7,1.109789,DP,1.099,2.743,0.007,0.97,False
Subject7,1.3962649999999999,CP,-0.035,0.165,0.0,0.906,False
Subject7,1.3962649999999999,ERP,0.152,3.06,0.007,0.884,False
Subject7,1.3962649999999999,LRP,0.115,0.022,0.0,0.779,True
Subject7,1.3962649999999999,DP,1.062,2.584,0.008,0.973,False
Subject7,1.406144,CP,-0.062,0.873,0.0,0.952,False
Subject7,1.406144,ERP,0.282,3.887,0.008,0.901,False
Subject7,1.406144,LRP,0.334,6.514,0.0,0.999,False
Subject7,1.406144,DP,1.019,1.949,0.017,0.946,False
Subject7,1.5313649999999999,CP,-0.053,-0.116,0.0,0.483,False
Subject7,1.5313649999999999,ERP,0.289,3.42,0.008,0.901,False
Subject7,1.5313649999999999,LRP,0.106,0.002,0.0,0.036,True
Subject7,1.5313649999999999,DP,1.143,2.129,0.011,0.965,False
Subject7,1.5360639999999999,CP,-0.015,0.119,0.0,0.974,False
Subject7,1.5360639999999999,ERP,0.282,1.763,0.001,0.913,False
Subject7,1.5360639999999999,LRP,0.514,6.477,0.0,0.998,False
Subject7,1.5360639999999999,DP,1.001,1.672,0.011,0.956,False
Subject7,1.541569,CP,-0.057,0.54,0.0,0.965,False
Subject7,1.541569,ERP,0.333,2.995,0.002,0.924,False
Subject7,1.541569,LRP,0.578,7.774,0.001,0.992,False
Subject7,1.541569,DP,1.177,1.895,0.014,0.957,False
Subject7,1.549536,CP,-0.057,-0.011,0.0,0.007,False
Subject7,1.549536,ERP,0.346,5.122,0.023,0.799,False
Subject7,1.549536,LRP,0.025,0.046,0.0,0.961,True
Subject7,1.549536,DP,1.256,2.107,0.012,0.966,False
Subject7,1.5699379999999998,CP,-0.058,-0.046,0.0,0.09,False
Subject7,1.5699379999999998,ERP,0.174,3.887,0.011,0.864,False
Subject7,1.5699379999999998,LRP,0.071,0.054,0.0,0.985,True
Subject7,1.5699379999999998,DP,1.202,2.208,0.009,0.974,False
Subject8,0.29237199999999997,CP,-0.012,0.086,0.0,0.938,False
Subject8,0.29237199999999997,ERP,0.06,1.579,0.0,0.96,False
Subject8,0.29237199999999997,LRP,-0.098,3.432,0.001,0.976,False
Subject8,0.29237199999999997,DP,-0.08,3.457,0.001,0.994,False
Subject8,0.38960300000000003,CP,-0.024,0.225,0.0,0.972,False
Subject8,0.38960300000000003,ERP,0.028,2.249,0.004,0.914,False
Subject8,0.38960300000000003,LRP,-0.168,3.927,0.0,0.989,False
Subject8,0.38960300000000003,DP,0.696,1.718,0.002,0.667,False
Subject8,0.404684,CP,-0.022,0.218,0.0,0.957,False
Subject8,0.404684,ERP,0.044,2.301,0.002,0.953,False
Subject8,0.404684,LRP,-0.014,3.053,0.001,0.96,False
Subject8,0.404684,DP,0.243,2.94,0.003,0.828,False
Subject8,0.43572299999999997,CP,-0.02,0.074,0.0,0.91,False
Subject8,0.43572299999999997,ERP,0.076,1.459,0.001,0.953,False
Subject8,0.43572299999999997,LRP,-0.309,4.463,0.0,0.995,False
Subject8,0.43572299999999997,DP,0.377,2.482,0.01,0.953,False
Subject8,0.43811300000000003,CP,-0.018,0.211,0.0,0.972,False
Subject8,0.43811300000000003,ERP,0.178,1.541,0.0,0.977,False
Subject8,0.43811300000000003,LRP,0.037,5.094,0.0,0.994,False
Subject8,0.43811300000000003,DP,0.784,1.984,0.011,0.951,False
Subject8,0.44651899999999994,CP,-0.012,0.283,0.0,0.938,False
Subject8,0.44651899999999994,ERP,0.114,1.946,0.002,0.925,False
Subject8,0.44651899999999994,LRP,0.136,3.58,0.001,0.969,False
Subject8,0.44651899999999994,DP,0.609,2.055,0.008,0.963,False
Subject8,0.44910600000000006,CP,0.002,0.168,0.0,0.897,False
Subject8,0.44910600000000006,ERP,0.245,1.792,0.001,0.958,False
Subject8,0.44910600000000006,LRP,0.181,4.134,0.002,0.959,False
Subject8,0.44910600000000006,DP,0.8,1.898,0.004,0.981,False
Subject8,0.667532,CP,-0.027,0.2,0.0,0.801,False
Subject8,0.667532,ERP,0.037,2.836,0.004,0.931,False
Subject8,0.667532,LRP,-0.305,5.087,0.0,0.983,False
Subject8,0.667532,DP,0.522,1.995,0.011,0.945,False
Subject8,0.667874,CP,-0.025,0.134,0.0,0.965,False
Subject8,0.667874,ERP,0.219,2.337,0.005,0.921,False
Subject8,0.667874,LRP,-0.088,5.829,0.0,0.985,False
Subject8,0.667874,DP,0.786,1.926,0.007,0.966,False
Subject8,0.698705,CP,-0.03,0.132,0.0,0.923,False
Subject8,0.698705,ERP,0.07,1.103,0.0,0.94,False
Subject8,0.698705,LRP,0.004,3.838,0.001,0.992,False
Subject8,0.698705,DP,0.545,1.882,0.008,0.954,False
Subject8,0.713487,CP,-0.024,0.066,0.0,0.752,False
Subject8,0.713487,ERP,0.389,2.183,0.001,0.944,False
Subject8,0.713487,LRP,0.443,2.454,0.001,0.988,False
Subject8,0.713487,DP,0.661,1.669,0.009,0.956,False
Subject8,0.7595029999999999,CP,-0.023,0.17,0.0,0.847,False
Subject8,0.7595029999999999,ERP,0.038,1.478,0.0,0.954,False
Subject8,0.7595029999999999,LRP,-0.132,3.663,0.001,0.99,False
Subject8,0.7595029999999999,DP,0.394,2.101,0.011,0.946,False
Subject8,0.767149,CP,-0.031,0.137,0.0,0.985,False
Subject8,0.767149,ERP,0.184,2.621,0.002,0.968,False
Subject8,0.767149,LRP,-0.624,7.116,0.0,0.974,False
Subject8,0.767149,DP,0.773,1.821,0.005,0.976,False
Subject8,0.982466,CP,-0.038,0.155,0.0,0.938,False
Subject8,0.982466,ERP,0.196,2.539,0.001,0.964,False
Subject8,0.982466,LRP,-0.043,5.234,0.001,0.98,False
Subject8,0.982466,DP,0.859,1.775,0.005,0.972,False
Subject8,1.003678,CP,-0.014,0.206,0.0,0.81,False
Subject8,1.003678,ERP,0.082,2.601,0.004,0.901,False
Subject8,1.003678,LRP,-0.118,4.831,0.0,0.996,False
Subject8,1.003678,DP,0.697,2.077,0.007,0.969,False
Subject8,1.198067,CP,-0.038,0.167,0.0,0.967,False
Subject8,1.198067,ERP,0.027,1.794,0.003,0.925,False
Subject8,1.198067,LRP,-1.544,9.071,0.001,0.983,False
Subject8,1.198067,DP,0.742,1.583,0.005,0.97,False
Subject9,0.793251,CP,-0.041,0.215,0.0,0.924,False
Subject9,0.793251,ERP,0.163,2.338,0.001,0.942,False
Subject9,0.793251,LRP,0.197,4.524,0.0,0.993,False
Subject9,0.793251,DP,0.746,2.184,0.004,0.979,False
Subject9,0.895382,CP,-0.044,0.207,0.0,0.924,False
Subject9,0.895382,ERP,0.25,3.024,0.001,0.961,False
Subject9,0.895382,LRP,0.209,6.052,0.001,0.988,False
Subject9,0.895382,DP,0.869,2.348,0.004,0.977,False
Subject9,0.941831,CP,-0.035,0.136,0.0,0.667,False
Subject9,0.941831,ERP,0.145,2.125,0.0,0.994,False
Subject9,0.941831,LRP,-0.232,6.134,0.0,0.989,False
Subject9,0.941831,DP,0.814,1.812,0.004,0.972,False
Subject9,1.024429,CP,-0.052,0.464,0.0,0.982,False
Subject9,1.024429,ERP,-0.0,1.082,0.0,0.966,False
Subject9,1.024429,LRP,-0.306,7.677,0.001,0.991,False
Subject9,1.024429,DP,0.897,2.006,0.004,0.977,False
Subject9,1.151258,CP,-0.052,0.272,0.0,0.97,False
Subject9,1.151258,ERP,0.157,2.02,0.001,0.932,False
Subject9,1.151258,LRP,0.054,5.453,0.001,0.989,False
Subject9,1.151258,DP,0.851,1.798,0.003,0.982,False
Subject9,1.217262,CP,-0.058,0.143,0.0,0.93,False
Subject9,1.217262,ERP,0.228,2.381,0.0,0.987,False
Subject9,1.217262,LRP,0.267,6.147,0.002,0.968,False
Subject9,1.217262,DP,0.985,1.806,0.002,0.984,False
Subject9,1.260159,CP,-0.069,0.155,0.0,0.865,False
Subject9,1.260159,ERP,0.273,3.522,0.002,0.962,False
Subject9,1.260159,LRP,-0.004,7.001,0.002,0.876,False
Subject9,1.260159,DP,0.95,1.853,0.002,0.988,False
Subject9,1.266292,CP,-0.079,0.311,0.0,0.983,False
Subject9,1.266292,ERP,0.2,3.08,0.0,0.992,False
Subject9,1.266292,LRP,-0.308,8.716,0.004,0.885,False
Subject9,1.266292,DP,0.9,1.837,0.004,0.974,False
Subject9,1.270084,CP,-0.08,0.424,0.0,0.981,False
Subject9,1.270084,ERP,0.123,2.561,0.001,0.97,False
Subject9,1.270084,LRP,-0.224,6.178,0.001,0.98,False
Subject9,1.270084,DP,0.88,1.794,0.004,0.979,False
Subject10,0.8318709999999999,CP,-0.039,0.375,0.0,0.981,False
Subject10,0.8318709999999999,ERP,0.111,1.622,0.0,0.965,False
Subject10,0.8318709999999999,LRP,0.19,5.19,0.001,0.994,False
Subject10,0.8318709999999999,DP,0.798,2.394,0.014,0.949,False
Subject10,0.832169,CP,-0.042,0.335,0.0,0.951,False
Subject10,0.832169,ERP,0.183,1.498,0.001,0.895,False
Subject10,0.832169,LRP,0.465,5.131,0.001,0.992,False
Subject10,0.832169,DP,0.929,2.53,0.01,0.963,False
Subject10,0.920851,CP,-0.026,0.06,0.0,0.678,False
Subject10,0.920851,ERP,0.467,3.012,0.001,0.966,False
Subject10,0.920851,LRP,0.354,2.927,0.009,0.888,False
Subject10,0.920851,DP,0.585,2.706,0.005,0.978,False
Subject10,0.977857,CP,-0.046,0.418,0.0,0.97,False
Subject10,0.977857,ERP,0.109,1.808,0.001,0.912,False
Subject10,0.977857,LRP,0.062,6.499,0.0,0.997,False
Subject10,0.977857,DP,0.942,2.081,0.009,0.968,False
Subject10,0.9875219999999999,CP,-0.035,0.17,0.0,0.96,False
Subject10,0.9875219999999999,ERP,0.172,1.698,0.0,0.969,False
Subject10,0.9875219999999999,LRP,0.03,5.264,0.004,0.971,False
Subject10,0.9875219999999999,DP,0.821,2.264,0.008,0.973,False
Subject10,1.0565,CP,-0.044,0.3,0.0,0.962,False
Subject10,1.0565,ERP,0.094,1.519,0.001,0.906,False
Subject10,1.0565,LRP,0.017,6.623,0.001,0.996,False
Subject10,1.0565,DP,0.948,2.085,0.008,0.958,False
Subject10,1.106243,CP,-0.057,0.249,0.0,0.895,False
Subject10,1.106243,ERP,0.291,2.673,0.002,0.887,False
Subject10,1.106243,LRP,0.499,5.067,0.001,0.993,False
Subject10,1.106243,DP,0.924,1.879,0.015,0.941,False
Subject10,1.115202,CP,-0.044,0.196,0.0,0.865,False
Subject10,1.115202,ERP,0.272,2.946,0.002,0.95,False
Subject10,1.115202,LRP,0.132,6.327,0.0,0.998,False
Subject10,1.115202,DP,0.933,2.686,0.006,0.978,False
Subject10,1.155088,CP,-0.061,0.344,0.0,0.951,False
Subject10,1.155088,ERP,0.153,2.14,0.003,0.884,False
Subject10,1.155088,LRP,0.064,7.633,0.0,0.998,False
Subject10,1.155088,DP,1.047,2.144,0.006,0.968,False
Subject10,1.173171,CP,-0.042,0.283,0.0,0.965,False
Subject10,1.173171,ERP,0.068,2.649,0.007,0.849,False
Subject10,1.173171,LRP,-0.185,5.996,0.0,0.984,False
Subject10,1.173171,DP,0.827,2.217,0.007,0.972,False
Subject10,1.37295,CP,-0.068,0.242,0.0,0.959,False
Subject10,1.37295,ERP,0.12,1.968,0.006,0.837,False
Subject10,1.37295,LRP,0.062,5.51,0.001,0.992,False
Subject10,1.37295,DP,0.965,1.765,0.011,0.958,False
Subject10,1.380016,CP,0.001,-0.003,0.0,0.009,True
Subject10,1.380016,ERP,0.14,2.489,0.009,0.828,False
Subject10,1.380016,LRP,-0.261,7.753,0.001,0.991,False
Subject10,1.380016,DP,0.878,1.994,0.013,0.949,False
Subject10,1.485331,CP,-0.071,0.241,0.0,0.873,False
Subject10,1.485331,ERP,0.225,2.918,0.005,0.923,False
Subject10,1.485331,LRP,-0.12,7.18,0.0,0.99,False
Subject10,1.485331,DP,1.031,1.987,0.009,0.968,False
Subject10,1.5431139999999999,CP,-0.066,0.174,0.0,0.834,False
Subject10,1.5431139999999999,ERP,0.184,2.534,0.003,0.935,False
Subject10,1.5431139999999999,LRP,-0.101,6.712,0.001,0.973,False
Subject10,1.5431139999999999,DP,1.04,1.92,0.012,0.961,False
Subject10,1.562025,CP,-0.062,0.261,0.0,0.821,False
Subject10,1.562025,ERP,0.121,2.519,0.006,0.864,False
Subject10,1.562025,LRP,-0.1,6.64,0.002,0.977,False
Subject10,1.562025,DP,1.064,2.016,0.009,0.971,False
Subject10,1.5971799999999998,CP,-0.059,0.166,0.0,0.801,False
Subject10,1.5971799999999998,ERP,0.157,1.923,0.001,0.966,False
Subject10,1.5971799999999998,LRP,-0.451,9.837,0.007,0.912,False
Subject10,1.5971799999999998,DP,1.065,2.08,0.012,0.959,False
Subject11,0.677357,CP,-0.026,0.098,0.0,0.825,False
Subject11,0.677357,ERP,0.119,2.051,0.0,0.976,False
Subject11,0.677357,LRP,-0.313,6.278,0.0,0.997,False
Subject11,0.677357,DP,0.249,4.025,0.009,0.955,False
Subject11,0.687995,CP,-0.03,0.278,0.0,0.757,False
Subject11,0.687995,ERP,0.02,3.376,0.004,0.929,False
Subject11,0.687995,LRP,-0.726,8.786,0.001,0.979,False
Subject11,0.687995,DP,0.527,3.217,0.011,0.961,False
Subject11,0.7025520000000001,CP,0.039,1.014,0.0,0.627,True
Subject11,0.7025520000000001,ERP,0.006,2.787,0.001,0.959,False
Subject11,0.7025520000000001,LRP,-0.733,8.888,0.0,0.998,False
Subject11,0.7025520000000001,DP,0.484,3.931,0.004,0.981,False
Subject11,0.7343189999999999,CP,-0.05,0.351,0.0,0.907,False
Subject11,0.7343189999999999,ERP,0.06,2.475,0.001,0.974,False
Subject11,0.7343189999999999,LRP,-0.832,9.905,0.0,0.994,False
Subject11,0.7343189999999999,DP,0.578,3.681,0.006,0.972,False
Subject11,0.776841,CP,-0.048,0.343,0.0,0.935,False
Subject11,0.776841,ERP,0.023,2.401,0.0,0.985,False
Subject11,0.776841,LRP,-0.531,7.907,0.0,0.998,False
Subject11,0.776841,DP,0.587,2.755,0.007,0.962,False
Subject11,0.818022,CP,-0.004,0.261,0.0,0.154,True
Subject11,0.818022,ERP,-0.022,1.928,0.002,0.912,False
Subject11,0.818022,LRP,-1.023,8.268,0.004,0.943,False
Subject11,0.818022,DP,0.401,2.993,0.011,0.958,False
Subject11,0.9278219999999999,CP,-0.061,0.492,0.0,0.969,False
Subject11,0.9278219999999999,ERP,0.063,2.646,0.0,0.984,False
Subject11,0.9278219999999999,LRP,-0.544,8.687,0.0,0.997,False
Subject11,0.9278219999999999,DP,0.66,3.183,0.007,0.966,False
Subject11,0.9397770000000001,CP,-0.034,0.411,0.0,0.947,False
Subject11,0.9397770000000001,ERP,0.008,2.584,0.003,0.932,False
Subject11,0.9397770000000001,LRP,-1.008,9.607,0.002,0.969,False
Subject11,0.9397770000000001,DP,0.638,2.968,0.01,0.966,False
Subject11,0.945384,CP,-0.05,0.323,0.0,0.776,False
Subject11,0.945384,ERP,-0.026,2.365,0.001,0.968,False
Subject11,0.945384,LRP,-0.894,8.271,0.0,0.999,False
Subject11,0.945384,DP,0.529,3.012,0.006,0.969,False
Subject11,0.953145,CP,0.009,0.175,0.0,0.442,True
Subject11,0.953145,ERP,-0.102,2.908,0.003,0.933,False
Subject11,0.953145,LRP,-0.786,7.551,0.001,0.977,False
Subject11,0.953145,DP,0.471,3.063,0.012,0.955,False
Subject11,1.056314,CP,-0.052,0.514,0.0,0.835,False
Subject11,1.056314,ERP,-0.018,2.535,0.001,0.97,False
Subject11,1.056314,LRP,-1.059,9.331,0.0,0.999,False
Subject11,1.056314,DP,0.57,3.111,0.007,0.97,False
Subject11,1.063446,CP,-0.056,0.481,0.0,0.949,False
Subject11,1.063446,ERP,0.046,2.686,0.003,0.945,False
Subject11,1.063446,LRP,-0.421,5.908,0.0,0.996,False
Subject11,1.063446,DP,0.519,2.836,0.006,0.974,False
Subject11,1.138087,CP,-0.051,0.417,0.0,0.965,False
Subject11,1.138087,ERP,-0.009,1.766,0.001,0.947,False
Subject11,1.138087,LRP,-0.485,6.128,0.0,0.997,False
Subject11,1.138087,DP,0.445,2.914,0.015,0.942,False
Subject11,1.138883,CP,-0.058,0.214,0.0,0.663,False
Subject11,1.138883,ERP,0.034,3.207,0.001,0.979,False
Subject11,1.138883,LRP,-0.395,6.616,0.001,0.975,False
Subject11,1.138883,DP,0.649,2.772,0.005,0.973,False
Subject11,1.14083,CP,0.015,0.365,0.0,0.612,True
Subject11,1.14083,ERP,-0.051,2.043,0.0,0.976,False
Subject11,1.14083,LRP,-0.787,6.561,0.0,0.998,False
Subject11,1.14083,DP,0.421,3.102,0.009,0.972,False
Subject11,1.144781,CP,-0.059,0.427,0.0,0.887,False
Subject11,1.144781,ERP,-0.003,2.819,0.001,0.962,False
Subject11,1.144781,LRP,-0.545,6.911,0.0,0.996,False
Subject11,1.144781,DP,0.656,2.563,0.005,0.98,False
Subject11,1.353153,CP,-0.065,0.303,0.0,0.976,False
Subject11,1.353153,ERP,0.041,2.577,0.004,0.9,False
Subject11,1.353153,LRP,-0.416,6.703,0.0,0.997,False
Subject11,1.353153,DP,0.763,2.752,0.003,0.986,False
Subject11,1.3602299999999998,CP,-0.061,0.391,0.0,0.848,False
Subject11,1.3602299999999998,ERP,0.02,2.111,0.001,0.968,False
Subject11,1.3602299999999998,LRP,-0.613,6.979,0.0,0.996,False
Subject11,1.3602299999999998,DP,0.601,3.071,0.008,0.97,False
Subject11,1.365108,CP,-0.091,0.229,0.0,0.932,False
Subject11,1.365108,ERP,0.185,2.973,0.001,0.972,False
Subject11,1.365108,LRP,0.186,5.286,0.001,0.972,False
Subject11,1.365108,DP,0.848,2.327,0.003,0.984,False
Subject11,1.366551,CP,-0.083,0.924,0.0,0.893,False
Subject11,1.366551,ERP,-0.047,2.522,0.002,0.955,False
Subject11,1.366551,LRP,-0.828,7.471,0.001,0.987,False
Subject11,1.366551,DP,0.635,3.03,0.006,0.979,False
Subject11,1.36694,CP,-0.077,0.884,0.0,0.93,False
Subject11,1.36694,ERP,-0.038,2.353,0.002,0.917,False
Subject11,1.36694,LRP,-0.553,7.179,0.001,0.988,False
Subject11,1.36694,DP,0.646,3.153,0.004,0.986,False
Subject11,1.377392,CP,-0.075,0.253,0.0,0.932,False
Subject11,1.377392,ERP,0.026,1.981,0.003,0.863,False
Subject11,1.377392,LRP,-0.237,6.161,0.001,0.991,False
Subject11,1.377392,DP,0.819,2.23,0.003,0.988,False
Subject11,1.427107,CP,-0.107,0.579,0.0,0.953,False
Subject11,1.427107,ERP,-0.034,2.899,0.006,0.87,False
Subject11,1.427107,LRP,-0.324,6.604,0.0,0.996,False
Subject11,1.427107,DP,0.686,3.133,0.005,0.978,False
Subject11,1.434234,CP,-0.086,0.548,0.0,0.85,False
Subject11,1.434234,ERP,0.043,3.471,0.006,0.879,False
Subject11,1.434234,LRP,-0.086,6.52,0.002,0.974,False
Subject11,1.434234,DP,0.77,3.002,0.006,0.98,False
Subject11,1.820654,CP,-0.106,0.698,0.0,0.976,False
Subject11,1.820654,ERP,0.113,4.165,0.005,0.916,False
Subject11,1.820654,LRP,-0.24,9.673,0.002,0.972,False
Subject11,1.820654,DP,1.097,2.796,0.003,0.988,False
Subject11,1.831057,CP,-0.132,0.346,0.0,0.986,False
Subject11,1.831057,ERP,-0.07,1.816,0.003,0.884,False
Subject11,1.831057,LRP,-1.256,10.381,0.006,0.931,False
Subject11,1.831057,DP,0.912,2.415,0.002,0.99,False
Subject11,1.8519580000000002,CP,-0.124,0.483,0.0,0.956,False
Subject11,1.8519580000000002,ERP,-0.049,1.709,0.002,0.911,False
Subject11,1.8519580000000002,LRP,-0.724,8.372,0.001,0.99,False
Subject11,1.8519580000000002,DP,0.907,2.332,0.003,0.986,False
Subject11,1.853748,CP,-0.108,0.64,0.0,0.918,False
Subject11,1.853748,ERP,-0.004,2.345,0.001,0.946,False
Subject11,1.853748,LRP,-0.379,8.067,0.003,0.978,False
Subject11,1.853748,DP,0.949,3.011,0.003,0.988,False
Subject11,1.859259,CP,-0.116,0.402,0.0,0.965,False
Subject11,1.859259,ERP,-0.048,1.771,0.002,0.893,False
Subject11,1.859259,LRP,-0.955,9.086,0.005,0.954,False
Subject11,1.859259,DP,0.829,2.592,0.002,0.991,False
Subject11,1.8633060000000001,CP,-0.092,0.752,0.0,0.894,False
Subject11,1.8633060000000001,ERP,-0.068,2.103,0.002,0.911,False
Subject11,1.8633060000000001,LRP,-0.631,9.043,0.002,0.987,False
Subject11,1.8633060000000001,DP,0.936,2.947,0.003,0.989,False
Subject11,1.867965,CP,-0.103,0.74,0.0,0.923,False
Subject11,1.867965,ERP,-0.043,2.828,0.002,0.939,False
Subject11,1.867965,LRP,-1.052,11.158,0.005,0.943,False
Subject11,1.867965,DP,0.937,2.946,0.004,0.982,False
Subject11,1.8729959999999999,CP,-0.098,0.382,0.0,0.95,False
Subject11,1.8729959999999999,ERP,-0.042,1.738,0.002,0.902,False
Subject11,1.8729959999999999,LRP,-1.009,8.808,0.008,0.925,False
Subject11,1.8729959999999999,DP,0.868,2.5,0.002,0.989,False
Subject11,1.910092,CP,-0.095,0.523,0.0,0.876,False
Subject11,1.910092,ERP,-0.034,2.395,0.003,0.92,False
Subject11,1.910092,LRP,-1.583,11.885,0.015,0.812,False
Subject11,1.910092,DP,0.906,2.769,0.004,0.983,False
