,work abs,work prod,direction
0.953508,0.09637310012788014,0.26480132514266175,ccw
0.964317,0.11122754946815622,0.22121878159209798,ccw
0.970427,0.09507725373768963,0.2725243325133781,ccw
0.9801479999999999,0.10068060357732578,0.3431014923529543,ccw
1.230732,0.1293688269368764,0.36951440658140794,ccw
1.338256,0.09920737903908383,0.43147849092950563,ccw
1.365789,0.11632484977742119,0.47032302422134054,ccw
1.38535,0.10283435196072482,0.4736627580498826,ccw
1.872529,0.07661928474604571,0.49899711100386474,ccw
1.982102,0.021203044251239547,0.5206958451504107,ccw
0.777065,0.13061325173787336,0.17436485541997684,ccw
0.905852,0.21995287092209484,0.22653745128103986,ccw
0.95424,0.15875595722486027,0.2374959542560746,ccw
1.27862,0.1563068577916605,0.2547825412061273,ccw
1.2981719999999999,0.1349121978316365,0.29075748509567495,ccw
1.314543,0.11479813905223293,0.3075678737009762,ccw
1.3194780000000002,0.11718372816709346,0.2942545365747726,ccw
1.33194,0.15088959083831371,0.30328868571432577,ccw
1.340141,0.10650507096626521,0.3426341580783213,ccw
1.3413760000000001,0.18818418365848652,0.2706870677367657,ccw
1.349414,0.17164172861499302,0.2680678926765224,ccw
1.447233,0.0670715689115109,0.3538608801882636,ccw
1.4705979999999998,0.14948899790797768,0.2952691427632207,ccw
1.944146,0.021261752462695495,0.4102448847765706,ccw
1.9954560000000001,0.2708603630826227,0.46066259105277413,ccw
2.065132,0.24172022536073975,0.4168632922998775,ccw
0.8149390000000001,0.06267221950424184,0.19382462165525777,ccw
0.8269190000000001,0.1310548746886506,0.12486365231523079,ccw
0.8591049999999999,0.07056882556104967,0.17071855852281012,ccw
0.8784200000000001,0.13643679502562425,0.13080200145578416,ccw
0.894789,0.09800832001731177,0.18957680018899076,ccw
0.9110229999999999,0.12019492940265014,0.15294878981037882,ccw
0.914105,0.08614378369035772,0.1364451726470104,ccw
0.9166790000000001,0.08069258334689218,0.2061372116948931,ccw
0.9380809999999999,0.10936588654339109,0.15274983935556363,ccw
0.95994,0.0791294103431072,0.18923938058302978,ccw
1.019061,0.10650044389417611,0.15594631268383546,ccw
1.0311059999999999,0.12163225817403849,0.14767612620275913,ccw
1.038065,0.07648321011088444,0.21026662281438693,ccw
1.04366,0.057480067257407334,0.24251455880399958,ccw
1.068597,0.11866867990807296,0.17963768388890486,ccw
1.075284,0.11339804860559877,0.20882259873076692,ccw
1.1071010000000001,0.13593756726318162,0.22177142043623652,ccw
1.109789,0.07105806618129351,0.2603623226967609,ccw
1.3962649999999999,0.0644313484691087,0.3164809424466475,ccw
1.406144,0.17480666785757965,0.26409106458686965,ccw
1.5313649999999999,0.06653124134715646,0.3480829617123104,ccw
1.5360639999999999,0.14263233160850436,0.24883355273076938,ccw
1.541569,0.1361804245166861,0.3104369907879662,ccw
1.549536,0.056055930647705796,0.39080949069414184,ccw
1.5699379999999998,0.08039764485215943,0.42402706892741165,ccw
0.29237199999999997,0.15003320808608042,0.004563529294809062,ccw
0.38960300000000003,0.19137212293642641,0.1234317892075732,ccw
0.404684,0.19326463789626333,0.08012512796113194,ccw
0.43572299999999997,0.1739476397237404,0.07896915561526656,ccw
0.43811300000000003,0.1536610398722738,0.1711054860391837,ccw
0.44651899999999994,0.1869554422746688,0.14232433550430582,ccw
0.44910600000000006,0.14715776320894458,0.21036173725734061,ccw
0.667532,0.14243782267302482,0.11631991982883111,ccw
0.667874,0.13492421700551235,0.2143283261009197,ccw
0.698705,0.1676222629291451,0.12056899544096376,ccw
0.713487,0.2554057099339919,0.08471170000179418,ccw
0.7595029999999999,0.19328646332092073,0.08292592815375545,ccw
0.767149,0.15008824062287365,0.24604478138506358,ccw
0.982466,0.13172693357265136,0.2861720408977969,ccw
1.003678,0.15878382287708057,0.21146247313873257,ccw
1.198067,0.12263933820211112,0.33357460403699585,ccw
0.793251,0.15145707042677847,0.17339958137829464,ccw
0.895382,0.12119177418881807,0.19553094750693628,ccw
0.941831,0.1235323041401285,0.27055333639083406,ccw
1.024429,0.0991404066704108,0.3084438476037149,ccw
1.151258,0.13658896400857043,0.2617425812913492,ccw
1.217262,0.10419063629877333,0.3029276085248978,ccw
1.260159,0.12230137284716576,0.297096597416969,ccw
1.266292,0.11087319803697233,0.2745146496652369,ccw
1.270084,0.14766785193583007,0.3150227228037763,ccw
0.8318709999999999,0.17890310432664053,0.1477972248632402,ccw
0.832169,0.18428244633315877,0.14743054644863302,ccw
0.920851,0.25926593329376557,0.0713132894270737,ccw
0.977857,0.1565945374343987,0.25334315189540785,ccw
0.9875219999999999,0.17470763776174653,0.2105458773614142,ccw
1.0565,0.14169231177574315,0.27769738241273745,ccw
1.106243,0.20059799204017612,0.1688373055791552,ccw
1.115202,0.1707136353976368,0.21455953508491973,ccw
1.155088,0.11995382995469232,0.31893331237155875,ccw
1.173171,0.11603125844469411,0.2624803706835493,ccw
1.37295,0.17541903017925423,0.3380403877874926,ccw
1.380016,0.14574777040138204,0.24605219162432268,ccw
1.485331,0.16043099160442748,0.33736474937362254,ccw
1.5431139999999999,0.1562530913610208,0.3613175128640338,ccw
1.562025,0.16138195626941154,0.39792839664016927,ccw
1.5971799999999998,0.13673653559675988,0.3490443308585684,ccw
0.677357,0.1438693557916559,0.035856442361173226,ccw
0.687995,0.141011781786568,0.10705807856679381,ccw
0.7025520000000001,0.11948954568178935,0.12725062056378061,ccw
0.7343189999999999,0.11145791897961305,0.13859556457629107,ccw
0.776841,0.11507025705669413,0.13420688920183935,ccw
0.818022,0.1406757713010878,0.11394074035022732,ccw
0.9278219999999999,0.12265307886057406,0.1489924603252881,ccw
0.9397770000000001,0.1456054328631099,0.1689126478827391,ccw
0.945384,0.12345200916514051,0.16325559164780223,ccw
0.953145,0.15406504025838114,0.14007788518375897,ccw
1.056314,0.12055640818397295,0.1658930059098033,ccw
1.063446,0.1888677390654853,0.13709509675258785,ccw
1.138087,0.19129228032749962,0.11032358895474531,ccw
1.138883,0.15452785757250903,0.1833938923841585,ccw
1.14083,0.20183138417130791,0.15569029905733697,ccw
1.144781,0.14973935591086118,0.19924642485406238,ccw
1.353153,0.1549279534870993,0.2501903605206249,ccw
1.3602299999999998,0.18222795864234353,0.18512798091929192,ccw
1.365108,0.18197075283941566,0.21403376727751838,ccw
1.366551,0.17983793823832686,0.22955849547182627,ccw
1.36694,0.17541171210429218,0.20725591974912663,ccw
1.377392,0.14131654659902224,0.2806629277253353,ccw
1.427107,0.16637104435169603,0.20691028189889477,ccw
1.434234,0.19078970337776788,0.1890722456638719,ccw
1.820654,0.14040304894842023,0.31735007081209177,ccw
1.831057,0.10635543078367571,0.37513864097665195,ccw
1.8519580000000002,0.13446584826217609,0.355781309024392,ccw
1.853748,0.1825604735683817,0.2917506676871323,ccw
1.859259,0.13210741596236725,0.3137220016938112,ccw
1.8633060000000001,0.14243640609641237,0.3112172751739084,ccw
1.867965,0.10917191513193647,0.3096522022173828,ccw
1.8729959999999999,0.12418419746399106,0.3514311116805971,ccw
1.910092,0.1070823918384845,0.346089435100879,ccw
1.9169310000000002,0.13195968155441276,0.32461801303535126,ccw
2.063639,0.07321051421824946,0.369222147639113,ccw
2.076295,0.04922963480768623,0.40764444845717257,ccw
0.60661,0.153319518141259,0.03507913333890448,ccw
0.619123,0.1326219359021596,0.09684723533838248,ccw
0.659008,0.13855262356861386,0.0781838450180394,ccw
0.696277,0.11430581534355722,0.11108275022113992,ccw
0.813239,0.1339783911066617,0.1391589944221362,ccw
0.814231,0.1460820770527912,0.1296055002743947,ccw
1.1218709999999998,0.107428410232248,0.1174474894253034,ccw
1.1393469999999999,0.11943529697127053,0.1563536445624486,ccw
1.146001,0.11916407656188643,0.19273508559150412,ccw
1.1463079999999999,0.07251576450645675,0.25985900267460976,ccw
1.193435,0.09586045480000863,0.1439137275787509,ccw
1.200024,0.0921851048555204,0.22146473599426267,ccw
1.280154,0.09203982598143856,0.2315911902727521,ccw
1.290255,0.09874987909717638,0.14467996419441703,ccw
1.704468,0.06980575205651354,0.3642190400992617,ccw
1.835977,0.05157488884022492,0.3751604232441727,ccw
0.8234530000000001,0.15711496052757168,0.18683384925305332,ccw
0.837461,0.1613636338959422,0.18976424121685087,ccw
0.9477180000000001,0.16636053101524936,0.2237487130508709,ccw
0.997215,0.1544359099826434,0.21440116955633237,ccw
1.05775,0.1772725945026263,0.3048260772353353,ccw
1.1542780000000001,0.17834581155523443,0.2819813684958586,ccw
1.198019,0.17212018395116216,0.3172879004244079,ccw
1.2006459999999999,0.15445397843812955,0.3599999551061498,ccw
1.241301,0.15999621760856442,0.31150314430806086,ccw
0.9779389999999999,0.14787750072128947,0.18574204839646977,ccw
1.116765,0.1068912080153045,0.24156293583245142,ccw
1.151092,0.11049867773315392,0.25628227253435637,ccw
1.226833,0.13762582966433748,0.20146911897296518,ccw
1.264061,0.12293771848155735,0.24218836465598226,ccw
1.397368,0.07951859322379135,0.34124484781442027,ccw
1.406719,0.11326178281740312,0.24404330907079486,ccw
1.425886,0.11613076902479222,0.2799208967926677,ccw
1.450048,0.10258746098055307,0.2915810590629293,ccw
0.593621,0.09169884944428353,0.2200090003782008,ccw
0.6064609999999999,0.0784064606553701,0.2242636136678824,ccw
0.715461,0.05770781028563292,0.2643403599023485,ccw
0.992714,0.09937545082481528,0.26393834033653063,ccw
1.134932,0.09674545260709802,0.22326857877005765,ccw
1.2092610000000001,0.09257582857090736,0.2531721624946856,ccw
1.297079,0.08365302965476532,0.2943995953557305,ccw
1.30237,0.08942030151069699,0.18986585579661644,ccw
1.385833,0.07281932476058056,0.3459270011288015,ccw
0.885285,0.13254008279622537,0.2057181269409558,ccw
0.899063,0.1325881681418544,0.21556136689638017,ccw
1.031898,0.10804510772627404,0.2532265107866865,ccw
1.113788,0.12755083811614587,0.31484254466659445,ccw
0.60998,0.1595316806575068,0.1603926752448931,ccw
0.619416,0.20041252501145002,0.20545683152174185,ccw
0.746853,0.15557861198143208,0.1700859027669825,ccw
0.747109,0.16952372995497728,0.2131539682070778,ccw
0.75789,0.1858098644829393,0.18893347633715718,ccw
0.765264,0.20148100993787113,0.13524555292780696,ccw
0.7698729999999999,0.20190451336999465,0.13676704317009009,ccw
1.2616459999999998,0.20267228833645012,0.2816150907521173,ccw
1.2930270000000001,0.1304475303586436,0.2111908679334277,ccw
1.3448639999999998,0.18651164023288386,0.34849838586687537,ccw
1.36117,0.19560439060463466,0.30890345342440023,ccw
1.370623,0.13629610678006843,0.36748416864113237,ccw
1.371412,0.14645053470275307,0.2435230551306631,ccw
1.386575,0.14916388067597453,0.2519509490461207,ccw
1.391348,0.1423321659877077,0.2412991512962892,ccw
1.406862,0.17048307727610865,0.3651966227076788,ccw
1.414439,0.1412610832373498,0.2865621429830669,ccw
1.9026470000000002,0.12430998178118557,0.3390341690545943,ccw
1.916437,0.0962894762705799,0.34412045194468227,ccw
1.9820689999999999,0.0623615678150395,0.4194622518141444,ccw
2.006884,0.09088643443547503,0.35829650691472376,ccw
2.027388,0.08812854431199399,0.3893648669067043,ccw
2.0293229999999998,0.10122679890665483,0.42073624986524366,ccw
2.039098,0.06639242017896858,0.37259376839949876,ccw
2.057419,0.0552149300353228,0.4393629035236579,ccw
0.719178,0.2290223948855331,0.042270062222116926,ccw
0.730305,0.2015944565474802,0.08743537239014093,ccw
0.737305,0.17697652473914746,0.09589701510065989,ccw
0.761129,0.2403794323367831,0.05233844099233278,ccw
0.77008,0.20474277902207114,0.1354912254986909,ccw
0.7834,0.23282975246974974,0.10626907962695338,ccw
0.9746739999999999,0.2970462855451274,0.031164671849561128,ccw
0.974678,0.19765079913926167,0.08317751273406697,ccw
1.001376,0.15387039631757177,0.11081677949143037,ccw
1.017574,0.2005430871887383,0.11401485874492727,ccw
1.019743,0.22876734887287203,0.07745786768633219,ccw
1.027699,0.18555746374427143,0.10587354554338363,ccw
1.0375370000000002,0.20661168667851426,0.09773945653542844,ccw
1.0409329999999999,0.23468725251169453,0.09574668252033831,ccw
1.374328,0.18748861499373354,0.22761019467666257,ccw
1.380116,0.16205286222772036,0.18731649690256805,ccw
0.40128,0.09412799245784623,0.04200295890285606,ccw
0.46949700000000005,0.12658416540960687,0.08568539374018624,ccw
0.501239,0.11220167857663371,0.10598928800356627,ccw
0.628483,0.15383725033261986,0.10095608687607982,ccw
0.668503,0.19871970181875337,0.046882861068073836,ccw
0.679696,0.14065204306439597,0.058114381711794,ccw
0.700531,0.1397957739364845,0.10984443096805331,ccw
0.758547,0.22064548957779562,0.08260444516607371,ccw
0.783308,0.12941191995787726,0.1711540325154846,ccw
0.804012,0.13731091929374672,0.18274533120816833,ccw
0.830363,0.16485033580776937,0.14301429345448535,ccw
0.8377209999999999,0.18832316085089018,0.06908305234808582,ccw
0.8416379999999999,0.17141134765369365,0.13601310643534534,ccw
0.901824,0.20299515715298533,0.11159121230255596,ccw
0.9140209999999999,0.15621048661661993,0.1861326316918151,ccw
0.9146489999999999,0.23462834364879975,0.09376627534556684,ccw
0.9149200000000001,0.18124885270952823,0.1606339115907106,ccw
0.9201959999999999,0.17170784954369964,0.16617465194162973,ccw
0.929581,0.15508604048939584,0.21290589254212117,ccw
0.938474,0.15890693521327154,0.2296059240376234,ccw
0.9385469999999999,0.2012748767154938,0.11821830192073851,ccw
0.9623389999999999,0.13717683926159605,0.24935119442292175,ccw
1.0114020000000001,0.12087099763903214,0.2748261706765482,ccw
1.011883,0.1353707975715884,0.21792580094464753,ccw
1.026541,0.15904257162972768,0.19397727096140055,ccw
1.0398290000000001,0.17721211634008677,0.17510924233513242,ccw
1.045557,0.16366218984098846,0.17817789130806966,ccw
1.046266,0.1680915071351781,0.18548293134254876,ccw
1.053417,0.19531595802559687,0.17417170153583392,ccw
1.449351,0.12048963248606429,0.4038008942739084,ccw
1.453898,0.0791488040804261,0.3724566111281222,ccw
1.454038,0.1438124461351952,0.2711456783637485,ccw
1.463506,0.10554859844398073,0.29269819176204975,ccw
1.468063,0.1263289559615811,0.29214771254071703,ccw
1.480987,0.07408756844938487,0.4125446179970515,ccw
1.501077,0.09057925158503077,0.3882251917072032,ccw
0.586227,0.20588014756022055,0.061548063948155166,ccw
0.597644,0.11853631999635716,0.17736201176794134,ccw
0.636521,0.19261630509097796,0.06271448200650397,ccw
0.646112,0.11024162703477464,0.13440173461316654,ccw
0.647071,0.11852459579954402,0.16348612874709084,ccw
0.653215,0.12800424487600176,0.16036587738858574,ccw
0.657511,0.13555614306512917,0.145301054290838,ccw
0.663913,0.17635666232762642,0.09516524823089717,ccw
0.682616,0.184213186011046,0.06292589571365013,ccw
0.68267,0.13102521181652027,0.17428269884396408,ccw
1.23119,0.13406718878354837,0.27897101093382004,ccw
1.26132,0.10605498299403357,0.3345077783009457,ccw
1.26827,0.16004860990525396,0.2930339779549633,ccw
1.269097,0.10784832917971242,0.2525918384113663,ccw
1.2750110000000001,0.12210153866684148,0.2951523807403483,ccw
1.292442,0.11918922728617418,0.2983949880733014,ccw
1.8219849999999997,0.08311126877785045,0.40797318461726045,ccw
1.8222880000000001,0.08329658635577468,0.4184567586286489,ccw
1.846832,0.1136091005367646,0.48140204411192894,ccw
1.864982,0.0831873771481758,0.4682572934203129,ccw
1.8651529999999998,0.07050638815960329,0.39930017065333945,ccw
1.90127,0.09657569348606683,0.41489878074963915,ccw
1.9088650000000003,0.09829894236993475,0.4695797978643373,ccw
1.948279,0.09697432424623124,0.44406209503365124,ccw
1.952821,0.05773919508936169,0.5176869746438716,ccw
0.8600129999999999,0.12652474168196368,0.14556274549069328,ccw
0.8731770000000001,0.11952478393420418,0.1815267484281172,ccw
0.8766790000000001,0.09583064846635145,0.1478050483444795,ccw
0.877288,0.12508449532436464,0.13368233657580328,ccw
0.884574,0.08300818217023477,0.15413566542998636,ccw
0.889769,0.08969159930781984,0.19705851110366268,ccw
0.898108,0.09212309930736384,0.1828961257744219,ccw
0.9051469999999999,0.08147552364094629,0.1914345561436924,ccw
0.9190229999999999,0.10188819625676787,0.14252503974375408,ccw
0.8952610000000001,0.12348382571841424,0.2137853826402168,ccw
0.895752,0.17455053709103716,0.14309624623462866,ccw
0.9151610000000001,0.12560157145233114,0.1981977923388322,ccw
0.961577,0.1673031285626206,0.1827270635563656,ccw
0.9672719999999999,0.14092704815368468,0.17549428660315852,ccw
1.05949,0.16166785907608258,0.2197863909672744,ccw
1.065926,0.1747295962484198,0.1636011989665922,ccw
1.069825,0.16304924631896883,0.18269425507302176,ccw
1.071186,0.15214857171194346,0.17501785610562468,ccw
1.0997190000000001,0.15441927123913746,0.233174325220783,ccw
1.112485,0.18182314016553236,0.169281388619972,ccw
1.163042,0.17979270757725727,0.274587108600811,ccw
1.1667809999999998,0.1936963482619156,0.22104194287569737,ccw
1.167031,0.1881432288199813,0.1880744275742552,ccw
1.180703,0.20219019586162257,0.16503023755583748,ccw
1.229415,0.1434916161893407,0.31058200233264177,ccw
1.232337,0.1701509285435438,0.21873603155542773,ccw
1.238774,0.18896215595877694,0.213630215154434,ccw
1.251223,0.1544920965317003,0.317213281090704,ccw
1.262583,0.17357036204051743,0.24835299935367028,ccw
1.264574,0.15848268879397623,0.25202343268047145,ccw
1.26787,0.15167992074250594,0.2516044586088506,ccw
1.273021,0.2047632472963682,0.20301394562894653,ccw
1.282751,0.17497046146376186,0.24491260107610374,ccw
1.2858319999999999,0.15323301471751655,0.2864442584802094,ccw
0.805056,0.1344332541964441,0.2809358173462237,ccw
0.828609,0.12803503669407906,0.3133702347495931,ccw
0.836332,0.1522378231200126,0.15405616899167462,ccw
0.859152,0.06065492459410443,0.29655460336670586,ccw
0.872959,0.11707032028355474,0.2986215043792311,ccw
0.924316,0.10114989807160729,0.2654320761128115,ccw
0.978,0.10176757128334234,0.30536448954258943,ccw
1.067112,0.06782458198534624,0.3344018370363812,ccw
1.070394,0.09205657865086792,0.30555845597371095,ccw
0.738845,0.16888784100353385,0.14019684703167984,ccw
0.859209,0.1480611048285377,0.1280250163748602,ccw
0.975441,0.142704188398443,0.1537766766228496,ccw
1.096869,0.011649933146465216,0.16119006981097508,ccw
1.1658389999999998,0.08838000522529199,0.2413858175037776,ccw
1.2516180000000001,0.08034968866569812,0.2528384676383866,ccw
1.270901,0.09917566569928006,0.2476779867324551,ccw
1.31074,0.08333736966540808,0.2657499928525113,ccw
1.315397,0.09770258267408616,0.21604567541394604,ccw
1.225792,0.11574321381601899,0.3618841084302346,ccw
1.266823,0.14367489084640828,0.3352129998138353,ccw
1.302719,0.18592110997629152,0.35290511287269116,ccw
1.314543,0.18461150196760623,0.1765659039277669,ccw
0.918107,0.10626666985096403,0.1948024011879832,ccw
0.988368,0.1503705083405976,0.3024739751538488,ccw
1.024721,0.10449911668125994,0.33677178940450264,ccw
1.033126,0.12786052572333836,0.21704600384705486,ccw
1.0420690000000001,0.13703842816128728,0.4490759887376603,ccw
1.044271,0.11975548025877955,0.25427546687141955,ccw
1.05813,0.15236332808370953,0.35735687402958216,ccw
1.1643299999999999,0.10081480855053632,0.3068566146686046,ccw
1.166819,0.12015870620332061,0.2655358420281078,ccw
1.179346,0.11582933644364038,0.23494653072193902,ccw
1.19862,0.09281903292999447,0.2718518840022961,ccw
1.2019799999999998,0.11610786193277967,0.3262625139708329,ccw
1.2399,0.11817264127101074,0.3390510670224956,ccw
1.244743,0.1543100412308733,0.2754485810097276,ccw
1.623094,0.09280025339491976,0.41678264171268464,ccw
1.6342809999999999,0.11384050754278531,0.2723053057630698,ccw
0.8595200000000001,0.19736182543779066,0.04681751865273024,ccw
0.912185,0.1746118372921374,0.05602783798609564,ccw
0.97919,0.16231243572027587,0.11041041445447686,ccw
1.042305,0.18748358704092316,0.11515516254588105,ccw
1.097926,0.15284157051242428,0.13011122374030754,ccw
1.10845,0.1877281112223815,0.1337594200125071,ccw
1.112801,0.19879065455095862,0.14132089427067734,ccw
1.165617,0.17179672638568708,0.17024378584759106,ccw
1.166093,0.16263248494967292,0.20776093349231484,ccw
0.9891459999999999,0.13489052132799328,0.2867252744295193,ccw
1.0917379999999999,0.12200247737093356,0.31554246147856296,ccw
1.176608,0.14680127208897986,0.32659989622392754,ccw
1.1967430000000001,0.1475804279070624,0.3294088728060898,ccw
1.25204,0.12707392724591893,0.36468738283323177,ccw
1.2818450000000001,0.15949749716619094,0.29558754035153845,ccw
1.314719,0.1515091680103664,0.2698053461315151,ccw
1.320457,0.12362322281391508,0.46228897413177583,ccw
1.41246,0.16986163867065773,0.2319014992831365,ccw
0.752414,0.08977995676795793,0.15010138634864123,ccw
0.826317,0.10811749764396852,0.13755649567668074,ccw
1.135183,0.10740364421883039,0.12816450224610013,ccw
1.1393440000000001,0.11583173359117274,0.14134885644192022,ccw
0.848203,0.1428423888667231,0.1619294025891573,ccw
0.8517020000000001,0.15994930105991748,0.11766582441478754,ccw
0.861719,0.17647711810146346,0.09441135019413008,ccw
0.877411,0.14624606166755508,0.10563513019603665,ccw
0.89886,0.14339272346808735,0.12759212502964332,ccw
1.3780299999999999,0.0962737063060819,0.27090128953350606,ccw
1.407447,0.09227734351618302,0.32749634262584515,ccw
1.4189399999999999,0.10398127371318291,0.31063454105266525,ccw
1.454331,0.05853639624182845,0.2940109118812842,ccw
0.449867,0.1125130530209486,0.04048344808739614,ccw
0.727829,0.15808599926618758,0.0789769619071966,ccw
0.823728,0.137114864832184,0.21597562713063306,ccw
1.2971489999999999,0.16920414370123088,0.4230995501601267,ccw
1.307484,0.17907170625471502,0.35660857486034975,ccw
1.3142989999999999,0.17892636511039517,0.39932016451003366,ccw
1.323918,0.16769904231220423,0.3304922885184477,ccw
1.8466490000000002,0.11036227147694419,0.5371376002140565,ccw
1.8534700000000002,0.16352262723609698,0.46801220852361286,ccw
1.0372569999999999,0.09945055260409968,0.23436799714157094,ccw
1.163149,0.13233530399642635,0.16337339376086318,ccw
1.181554,0.143251209364218,0.18719076857533137,ccw
1.187749,0.1732952440698015,0.1295119283610985,ccw
1.347404,0.10796383868535761,0.07281186540835159,ccw
1.371966,0.1559030882425672,0.15040264661440964,ccw
1.372615,0.12354987254186589,0.12716929073075536,ccw
1.385348,0.13103518886976515,0.16393672643061888,ccw
1.8972099999999998,0.10228582862480035,0.23259754629087326,ccw
0.741244,0.10705147763629208,0.0280905975616298,ccw
0.8016770000000001,0.11117711093429988,0.2048605832461944,ccw
0.9023200000000001,0.09666071645407599,0.1307604547409222,ccw
0.905099,0.06195862726209802,0.14582369354958188,ccw
0.9220879999999999,0.11764858252140935,0.07344599963265414,ccw
1.138262,0.09725207695283271,0.23346316204980685,ccw
1.1659899999999999,0.04814652823225497,0.1909080294809317,ccw
1.19011,0.08026400962434532,0.18270044240165645,ccw
1.222975,0.04170821501754826,0.3093761529446168,ccw
1.298035,0.14260044098966995,0.22395776845923068,ccw
1.299072,0.09973066676884243,0.17204557931968978,ccw
1.302692,0.06161472217029136,0.21558724576476185,ccw
1.308476,0.08837087461176736,0.20430870449000116,ccw
1.3927829999999999,0.05984645883304407,0.30248130186223354,ccw
1.406093,0.11782049381493861,0.2502210223020762,ccw
1.411066,0.06598123753153196,0.2629882821523278,ccw
