Speed,instance,QS phase,intercept,stiffness,MSE,R2,inverted
S01,T01,CP,0.019491430186200767,-0.0613016505577451,2.8697328847538183e-06,0.5285427124645736,False
S01,T01,ERP,0.20098227011532827,3.092029335628455,0.00037931697538229613,0.9872676613993862,False
S01,T01,LRP,-0.19314567244915937,6.6793577912842075,6.065548220367375e-05,0.9989579315456389,False
S01,T01,DP,-0.16986714230111888,5.929808094797813,0.005379674917634303,0.9690078250527402,False
S02,T01,CP,0.009282964047687144,-0.23188322749012016,2.3068564911308663e-06,0.9570778164572538,True
S02,T01,ERP,0.2848234987074005,6.755870217572022,0.0007146864651769518,0.974214787217858,False
S02,T01,LRP,0.645269786632503,3.0623409937359356,0.003934842073824746,0.8745100946588946,False
S02,T01,DP,0.27416731901706687,2.121586874307628,0.02974712275344373,0.804167364902852,False
S03,T01,CP,0.03638703639732868,-0.2153751543433589,7.003932259062622e-05,0.40313007359156283,False
S03,T01,ERP,0.24400714098701842,3.096237881770902,0.0009957227670270622,0.9659159287143247,False
S03,T01,LRP,0.2924509528491014,2.9886656779267873,0.00036954373530253285,0.9878539915420841,False
S03,T01,DP,-0.4256160165542928,4.412944932207398,0.0063192337383379815,0.9499127192779981,False
S04,T01,CP,0.04919165552267994,-0.18225672303826798,3.099339142910623e-05,0.5985124985948329,False
S04,T01,ERP,0.35065221824044734,2.9192911270106645,0.00038392351831555713,0.9935246208113749,False
S04,T01,LRP,-0.501934982799938,7.159156838034586,0.0005475293885495543,0.988181563507299,False
S04,T01,DP,-0.04229559724877685,5.118177414508954,0.007835345520577224,0.9727063402409513,False
S05,T01,CP,0.03423349513533823,-0.0003254415322478196,3.8362758551790875e-06,2.267118838616966e-05,False
S05,T01,ERP,0.2393319122045235,3.4811212635356736,0.0005136316545648957,0.9906013377410753,False
S05,T01,LRP,-0.37856626097568347,7.954972913603311,0.00021953405040911386,0.9948000026795063,False
S05,T01,DP,0.12726654846127006,4.769043263895337,0.021192474205076934,0.9210960983731872,False
S06,T01,CP,0.024014345229932295,-0.5227843629533971,2.1117345264341563e-05,0.8485313662894105,False
S06,T01,ERP,0.16307362255894534,3.0188778112173535,0.0001882101640558231,0.9950164705597758,False
S06,T01,LRP,-0.10387925727426617,4.6029873824388,4.916651405894053e-05,0.9981761943389242,False
S06,T01,DP,-0.30431035557614494,4.814488891362818,0.004465284097564246,0.9737554311747294,False
S07,T01,CP,0.03638703639732868,-0.2153751543433589,7.003932259062622e-05,0.40313007359156283,False
S07,T01,ERP,0.24400714098701842,3.096237881770902,0.0009957227670270622,0.9659159287143247,False
S07,T01,LRP,0.2924509528491014,2.9886656779267873,0.00036954373530253285,0.9878539915420841,False
S07,T01,DP,-0.4256160165542928,4.412944932207398,0.0063192337383379815,0.9499127192779981,False
S08,T01,CP,0.023083616674440356,-0.2252029287574805,3.536496755465254e-06,0.9143621328211301,False
S08,T01,ERP,0.19227150315176272,2.297340644888595,0.00040705859928094054,0.9462001702540395,False
S08,T01,LRP,0.07747106228797618,4.00619351103554,0.0018253456564073214,0.9802734396005313,False
S08,T01,DP,0.0002662199031563395,3.5464758403839647,0.01543839869342481,0.9184698664452221,False
S09,T01,CP,0.02905750150463128,-0.16311706206613263,5.383909837961796e-06,0.7549118567399181,False
S09,T01,ERP,0.15987869224346846,3.3889906909286083,0.0005406523740377321,0.9936708602601847,False
S09,T01,LRP,-0.44601399517620166,5.982551128314522,0.00014848671360846304,0.9928057329552813,False
S09,T01,DP,-0.25124216145846434,4.7803917706998,0.01068192047718969,0.9533251955109014,False
S10,T01,CP,0.012855904369060051,-0.3111460889919245,8.700640084744329e-06,0.9685454781100021,False
S10,T01,ERP,0.500063461491273,3.0357995902354786,0.0005335764061591166,0.977146399693649,False
S10,T01,LRP,0.4686209044136149,2.747258720598195,0.00395880811373364,0.9140532375553094,False
S10,T01,DP,0.20252580131381093,3.873660444289392,0.008197976285312896,0.9628477804447546,False
S11,T01,CP,0.0028122606408612547,0.20308499831488339,5.189999897961861e-06,0.805167956475356,False
S11,T01,ERP,0.16960128526737955,2.8721458253098957,0.00016940178753711176,0.9949004593033682,False
S11,T01,LRP,-0.7526714305095781,9.548118219910759,9.909997295104018e-05,0.9990237990130625,False
S11,T01,DP,0.2755212438223531,4.404297666962631,0.01999777658669688,0.9334778186760609,False
S12,T01,CP,0.03422158433387375,-0.6722534407153757,2.106473659630361e-05,0.9459561529877539,False
S12,T01,ERP,0.24561785584339418,2.715964028265528,0.0008028562455179395,0.9473836154496466,False
S12,T01,LRP,0.2677391348799838,3.29765005538118,0.0001275432430212721,0.9968864601644356,False
S12,T01,DP,-0.2185879626842746,4.1640543848883365,0.009252288695153396,0.9315734137935674,False
S13,T01,CP,0.01018478961664182,0.7521314037122167,0.00010121810415259518,0.8002998206099711,False
S13,T01,ERP,-0.07403256104929629,2.1918210786773233,0.0005649579450987346,0.9849429084502421,False
S13,T01,LRP,0.1269553514880959,1.7774723525568767,0.00038790059406710296,0.9101391942337704,False
S13,T01,DP,-0.9229727653031812,3.5658498998109636,0.0031287915923258027,0.9583419444395342,False
S14,T01,CP,0.027132081789976847,-0.4793955147832057,9.077892301542916e-06,0.9580364813680076,False
S14,T01,ERP,0.2056152867625637,2.1399319172044233,0.0013610334702861334,0.9442932973482147,False
S14,T01,LRP,0.09894572405662427,3.216697525634222,0.00031272021543930014,0.9874218778469068,False
S14,T01,DP,-0.07492126235781643,2.8002130954921736,0.015298667152073024,0.883675909780461,False
S15,T01,CP,0.019224719483699915,-0.01089173590175662,9.314345713583189e-06,0.017274064909433062,False
S15,T01,ERP,0.3664147353993124,3.2706850740632794,4.5731636489060804e-05,0.9983704703046532,False
S15,T01,LRP,0.23693767103597752,5.112926363877777,0.0001877836775949696,0.9970186831108367,False
S15,T01,DP,-0.09739258898231329,5.413013891204969,0.015277036052699169,0.9308475938001923,False
