Speed,QS phase,intercept,stiffness
S22_0014_Gait,LRP,-33.56161330816436,319.67294234728325
S22_0014_Gait,DP,25.35457240532873,156.08218211448133
S23_0005_Gait,ERP,13.058431101963329,100.43716273756796
S23_0005_Gait,LRP,-51.7954169876496,331.5098184775945
S23_0005_Gait,DP,26.11283874036955,166.37096799842732
S23_0013_Gait,ERP,7.6942868496580985,100.43716273756796
S23_0013_Gait,LRP,-58.53386659241726,331.5098184775945
S23_0013_Gait,DP,21.451352172013472,166.37096799842732
S24_0004_Gait,ERP,13.391526583340395,246.35967398770023
S24_0004_Gait,LRP,-8.829358127149007,445.89941354775635
S24_0004_Gait,DP,48.460405711448885,216.6121780134415
S24_0020_Gait,ERP,18.15391752726574,246.35967398770023
S24_0020_Gait,LRP,-29.554703819119574,445.89941354775635
S24_0020_Gait,DP,31.80560655214445,216.6121780134415
S24_0021_Gait,ERP,16.691372046166073,246.35967398770023
S24_0021_Gait,LRP,-29.01608789180945,445.89941354775635
S24_0021_Gait,DP,46.59122645352743,216.6121780134415
S25_0002_Gait,ERP,9.47788535114419,54.3462000991257
S25_0002_Gait,LRP,-57.222455293612,341.5294231108151
S25_0002_Gait,DP,19.823540965031786,140.5327146138187
S25_0003_Gait,ERP,7.964663663431826,54.3462000991257
S25_0003_Gait,LRP,-50.43645729908712,341.5294231108151
S25_0003_Gait,DP,22.820848750154692,140.5327146138187
S25_0021_Gait,ERP,11.571363537762174,54.3462000991257
S25_0021_Gait,LRP,-45.167486896803844,341.5294231108151
S25_0021_Gait,DP,18.265266199099,140.5327146138187
S25_0024_Gait,ERP,6.298800817281287,54.3462000991257
S25_0024_Gait,LRP,-53.06669531499325,341.5294231108151
S25_0024_Gait,DP,24.58553794345487,140.5327146138187
S26_0012_Gait,ERP,0.673918838392126,189.69651181677483
S26_0012_Gait,LRP,-30.047983518714773,525.7766631814385
S26_0012_Gait,DP,51.469947482772895,194.28840041790883
S26_0022_Gait,ERP,-1.7817549883177843,189.69651181677483
S26_0022_Gait,LRP,-60.27747690281711,525.7766631814385
S26_0022_Gait,DP,44.23717104820718,194.28840041790883
S27_0004_Gait,ERP,3.031206659087009,99.44044259105051
S27_0004_Gait,LRP,-22.58055306372428,482.4837296155918
S27_0004_Gait,DP,36.316553904263344,188.97563654514443
S27_0013_Gait,ERP,6.6374296650345075,99.44044259105051
S27_0013_Gait,LRP,-44.218527250689924,482.4837296155918
S27_0013_Gait,DP,33.29918972209892,188.97563654514443
S27_0014_Gait,ERP,1.5457947436265949,99.44044259105051
S27_0014_Gait,LRP,-62.19991194074212,482.4837296155918
S27_0014_Gait,DP,36.96107084486372,188.97563654514443
S27_0022_Gait,ERP,9.86842964631787,99.44044259105051
S27_0022_Gait,LRP,-52.243836281172676,482.4837296155918
S27_0022_Gait,DP,27.03529890828325,188.97563654514443
S28_0003_Gait,ERP,9.283674777431095,327.6809012629668
S28_0003_Gait,LRP,29.88036087297914,423.85943307928534
S28_0003_Gait,DP,48.040250013939065,185.78671250631703
S29_0011_Gait,ERP,20.538984601336576,138.4646358757502
S29_0011_Gait,LRP,9.95720171682872,331.6817959044502
S29_0011_Gait,DP,44.914442226784544,158.08903605909254
S29_0021_Gait,ERP,18.080835086259068,138.4646358757502
S29_0021_Gait,LRP,8.809683521921341,331.6817959044502
S29_0021_Gait,DP,42.08584438776639,158.08903605909254
S30_0008_Gait,ERP,36.5789735489021,249.88116839651454
S30_0008_Gait,LRP,30.065078948496126,418.2972286277338
S30_0008_Gait,DP,59.43878530389964,188.01902247413102
S30_0009_Gait,ERP,24.12611559788555,249.88116839651454
S30_0009_Gait,LRP,6.004824886318268,418.2972286277338
S30_0009_Gait,DP,50.41131679210725,188.01902247413102
S31_0005_Gait,ERP,6.2544725744632625,286.4774457065586
S31_0005_Gait,LRP,86.25929677428827,250.0933616719559
S31_0005_Gait,DP,78.2950150429732,240.53597932710412
S31_0013_Gait,ERP,10.011686684185042,286.4774457065586
S31_0013_Gait,LRP,-59.110291297340495,250.0933616719559
S31_0013_Gait,DP,64.07326025493914,240.53597932710412
S31_0015_Gait,ERP,18.17247027738594,286.4774457065586
S31_0015_Gait,LRP,-31.401110764034925,250.0933616719559
S31_0015_Gait,DP,54.80484582746811,240.53597932710412
S31_0018_Gait,ERP,13.116658285213106,286.4774457065586
S31_0018_Gait,LRP,-5.862621891729091,250.0933616719559
S31_0018_Gait,DP,68.007085471052,240.53597932710412
S31_0019_Gait,ERP,7.340617880995673,286.4774457065586
S31_0019_Gait,LRP,-43.44312017564689,250.0933616719559
S31_0019_Gait,DP,65.37969215314361,240.53597932710412
S32_0003_Gait,ERP,-10.338570724563636,193.9813004739272
S32_0003_Gait,LRP,-61.72371448172938,497.9518383118055
S32_0003_Gait,DP,25.905457618580407,218.36212056577995
S32_0018_Gait,ERP,7.422562464797517,193.9813004739272
S32_0018_Gait,LRP,-51.176685815742,497.9518383118055
S32_0018_Gait,DP,22.970208813139976,218.36212056577995
S32_0021_Gait,ERP,1.890027500859233,193.9813004739272
S32_0021_Gait,LRP,-69.22805985801989,497.9518383118055
S32_0021_Gait,DP,27.405639771787282,218.36212056577995
S33_0007_Gait,ERP,5.866187076380588,93.75437216553676
S33_0007_Gait,LRP,-17.502968676499364,274.0414221211199
S33_0007_Gait,DP,39.2491885970157,141.41288160324632
S33_0014_Gait,ERP,3.1186617842567594,93.75437216553676
S33_0014_Gait,LRP,-18.359003178462263,274.0414221211199
S33_0014_Gait,DP,41.75112280812152,141.41288160324632
S33_0021_Gait,ERP,8.576400276052963,93.75437216553676
S33_0021_Gait,LRP,-3.747237244021569,274.0414221211199
S33_0021_Gait,DP,41.800485667357115,141.41288160324632
S34_0011_Gait,ERP,20.551200518233745,193.97246857735024
S34_0011_Gait,LRP,-16.70867376985808,551.4294506917482
S34_0011_Gait,DP,62.31807899285489,244.31410664488848
S34_0012_Gait,ERP,16.73993233008903,193.97246857735024
S34_0012_Gait,LRP,-15.926576644448318,551.4294506917482
S34_0012_Gait,DP,50.97724383873499,244.31410664488848
S34_0016_Gait,ERP,9.529196073205133,193.97246857735024
S34_0016_Gait,LRP,-33.08319777782913,551.4294506917482
S34_0016_Gait,DP,63.62482282474964,244.31410664488848
S34_0017_Gait,ERP,8.45597862907951,193.97246857735024
S34_0017_Gait,LRP,-58.8832155368624,551.4294506917482
S34_0017_Gait,DP,64.5002084775612,244.31410664488848
S34_0020_Gait,ERP,17.267912396791466,193.97246857735024
S34_0020_Gait,LRP,-10.21834175086259,551.4294506917482
S34_0020_Gait,DP,64.61127786564221,244.31410664488848
S34_0021_Gait,ERP,2.7251876730886284,193.97246857735024
S34_0021_Gait,LRP,-31.78776612315164,551.4294506917482
S34_0021_Gait,DP,55.43341603347265,244.31410664488848
S35_0012_Gait,ERP,-5.133287669827399,232.45706256735008
S35_0012_Gait,LRP,-76.15393920862715,745.4881894465669
S35_0012_Gait,DP,38.32730939935915,340.094687377713
S35_0015_Gait,ERP,-3.959434456220464,232.45706256735008
S35_0015_Gait,LRP,-38.77767358936322,745.4881894465669
S35_0015_Gait,DP,46.06508003233824,340.094687377713
S36_0002_Gait,ERP,3.0996581601942474,208.97800928818862
S36_0002_Gait,LRP,-73.9675342971164,636.3310663707401
S36_0002_Gait,DP,39.52288033927815,216.50927891881759
S36_0003_Gait,ERP,5.707083426644454,208.97800928818862
S36_0003_Gait,LRP,-65.5713025708106,636.3310663707401
S36_0003_Gait,DP,37.808432426394475,216.50927891881759
S36_0010_Gait,ERP,7.626793860727383,208.97800928818862
S36_0010_Gait,LRP,-88.09013304630881,636.3310663707401
S36_0010_Gait,DP,28.89385142005025,216.50927891881759
S36_0011_Gait,ERP,0.2121062009576784,208.97800928818862
S36_0011_Gait,LRP,-121.71375594890759,636.3310663707401
S36_0011_Gait,DP,46.48523264959657,216.50927891881759
S36_0012_Gait,ERP,-2.8767840489626937,208.97800928818862
S36_0012_Gait,LRP,-62.231227870281884,636.3310663707401
S36_0012_Gait,DP,52.80429285255021,216.50927891881759
S36_0019_Gait,ERP,6.928019341950263,208.97800928818862
S36_0019_Gait,LRP,-79.19662072481647,636.3310663707401
S36_0019_Gait,DP,34.757905541968015,216.50927891881759
S37_0011_Gait,ERP,3.8310373482978655,269.20555387177325
S37_0011_Gait,LRP,-28.613399832802486,447.5549399915992
S37_0011_Gait,DP,48.1478906083706,205.06726956179082
S37_0012_Gait,ERP,-7.564122119612433,269.20555387177325
S37_0012_Gait,LRP,-23.637360880451993,447.5549399915992
S37_0012_Gait,DP,63.95130296581493,205.06726956179082
S37_0014_Gait,ERP,5.606047066323462,269.20555387177325
S37_0014_Gait,LRP,-10.376269231603061,447.5549399915992
S37_0014_Gait,DP,58.60094630199964,205.06726956179082
S37_0021_Gait,ERP,-20.028021266871843,269.20555387177325
S37_0021_Gait,LRP,-24.84529325023921,447.5549399915992
S37_0021_Gait,DP,46.46276215237075,205.06726956179082
S38_0006_Gait,ERP,10.952919940057185,45.95386235587522
S38_0006_Gait,LRP,-69.8494199390615,335.64482056511423
S38_0006_Gait,DP,11.038159058878,182.65034778580826
S38_0007_Gait,ERP,10.09682339029363,45.95386235587522
S38_0007_Gait,LRP,-36.20201005703947,335.64482056511423
S38_0007_Gait,DP,16.280222608237402,182.65034778580826
S38_0010_Gait,ERP,9.654251417086405,45.95386235587522
S38_0010_Gait,LRP,-45.75267489610685,335.64482056511423
S38_0010_Gait,DP,10.24136479828804,182.65034778580826
S38_0017_Gait,ERP,16.358239380233517,45.95386235587522
S38_0017_Gait,LRP,-63.7715040157649,335.64482056511423
S38_0017_Gait,DP,7.091685962672037,182.65034778580826
S38_0020_Gait,ERP,9.410079915714745,45.95386235587522
S38_0020_Gait,LRP,-41.293946751085,335.64482056511423
S38_0020_Gait,DP,8.738123405141794,182.65034778580826
S39_0002_Gait,ERP,9.946375939559914,135.45161084235406
S39_0002_Gait,LRP,-15.69833904279286,325.10557020424596
S39_0002_Gait,DP,45.6054686614174,157.2009475241449
S39_0016_Gait,ERP,5.075857532748361,135.45161084235406
S39_0016_Gait,LRP,-16.423947295903197,325.10557020424596
S39_0016_Gait,DP,33.32515757072288,157.2009475241449
S39_0020_Gait,ERP,8.52502123329165,135.45161084235406
S39_0020_Gait,LRP,-16.18208681895956,325.10557020424596
S39_0020_Gait,DP,40.21253350976082,157.2009475241449
S40_0002_Gait,ERP,8.26609824293236,105.39080406748907
S40_0002_Gait,LRP,-46.030561022782614,298.7643741459693
S40_0002_Gait,DP,-2.170553549292812,188.2880936795989
S40_0007_Gait,ERP,10.15172913252082,105.39080406748907
S40_0007_Gait,LRP,-74.2722995292173,298.7643741459693
S40_0007_Gait,DP,7.9792232228684625,188.2880936795989
S40_0010_Gait,ERP,19.12658640583389,105.39080406748907
S40_0010_Gait,LRP,-53.13625482276963,298.7643741459693
S40_0010_Gait,DP,-6.2931728910082185,188.2880936795989
S40_0015_Gait,ERP,7.81631882610097,105.39080406748907
S40_0015_Gait,LRP,-60.725993314521034,298.7643741459693
S40_0015_Gait,DP,12.858095748127074,188.2880936795989
S41_0002_Gait,ERP,20.774054485731774,121.42463946008591
S41_0002_Gait,LRP,-18.702346937697765,449.821538420648
S41_0002_Gait,DP,44.99473323698879,173.23967225692292
S41_0003_Gait,ERP,21.425884219613973,121.42463946008591
S41_0003_Gait,LRP,-18.746427889695447,449.821538420648
S41_0003_Gait,DP,38.10450170766054,173.23967225692292
S41_0009_Gait,ERP,19.12758390622372,121.42463946008591
S41_0009_Gait,LRP,-37.990048343066036,449.821538420648
S41_0009_Gait,DP,45.63446144588146,173.23967225692292
S41_0010_Gait,ERP,15.763107782587705,121.42463946008591
S41_0010_Gait,LRP,-32.67152033759861,449.821538420648
S41_0010_Gait,DP,49.73224338543544,173.23967225692292
S41_0011_Gait,ERP,13.775498729272964,121.42463946008591
S41_0011_Gait,LRP,-39.04932284096939,449.821538420648
S41_0011_Gait,DP,54.08681476810207,173.23967225692292
S42_0003_Gait,ERP,3.2751897315034486,115.18891625810778
S42_0003_Gait,LRP,-59.79107477483584,368.25720564512335
S42_0003_Gait,DP,31.844206212263252,177.69432214666492
S42_0015_Gait,ERP,8.438511035590167,115.18891625810778
S42_0015_Gait,LRP,-26.71027030907639,368.25720564512335
S42_0015_Gait,DP,26.755329095474767,177.69432214666492
S42_0016_Gait,ERP,12.94793894262307,115.18891625810778
S42_0016_Gait,LRP,-42.16645875787025,368.25720564512335
S42_0016_Gait,DP,17.812948681998318,177.69432214666492
S43_0005_Gait,ERP,7.871382369578726,116.0356644290085
S43_0005_Gait,LRP,-7.769378787942692,294.29689073537975
S43_0005_Gait,DP,37.88135359342999,135.14741559015914
S43_0018_Gait,ERP,3.5156596840199,116.0356644290085
S43_0018_Gait,LRP,-20.67618961056865,294.29689073537975
S43_0018_Gait,DP,35.78589260562395,135.14741559015914
S43_0020_Gait,ERP,7.163972182708799,116.0356644290085
S43_0020_Gait,LRP,2.6373300298958924,294.29689073537975
S43_0020_Gait,DP,40.905123159139926,135.14741559015914
S44_0008_Gait,ERP,8.731233882718449,111.43466625510405
S44_0008_Gait,LRP,-1.0326284191927613,498.82644140187205
S44_0008_Gait,DP,62.66628999005006,162.42937056117762
S44_0016_Gait,ERP,11.050749612217093,111.43466625510405
S44_0016_Gait,LRP,-11.43731914990277,498.82644140187205
S44_0016_Gait,DP,57.56596769271649,162.42937056117762
S44_0017_Gait,ERP,7.2052194106296445,111.43466625510405
S44_0017_Gait,LRP,-15.953940358119846,498.82644140187205
S44_0017_Gait,DP,59.99711130129264,162.42937056117762
S44_0021_Gait,ERP,9.509578922606963,111.43466625510405
S44_0021_Gait,LRP,-35.3904536582351,498.82644140187205
S44_0021_Gait,DP,45.42296001852273,162.42937056117762
S45_0007_Gait,ERP,5.784905109526919,44.05186430512849
S45_0007_Gait,LRP,-35.77962998200942,253.20074902952143
S45_0007_Gait,DP,1.902377555061804,141.38567079307043
S45_0010_Gait,ERP,3.501973866950996,44.05186430512849
S45_0010_Gait,LRP,-45.71647179644342,253.20074902952143
S45_0010_Gait,DP,9.538421000589755,141.38567079307043
S45_0013_Gait,ERP,4.470351670297964,44.05186430512849
S45_0013_Gait,LRP,-48.6662921280291,253.20074902952143
S45_0013_Gait,DP,15.97028345484992,141.38567079307043
S46_0002_Gait,ERP,11.581000340921168,146.96589445648547
S46_0002_Gait,LRP,-61.7656703552359,368.49680808748633
S46_0002_Gait,DP,18.50999736486051,190.4325630874628
S46_0010_Gait,ERP,12.970604423737235,146.96589445648547
S46_0010_Gait,LRP,-26.28483856629159,368.49680808748633
S46_0010_Gait,DP,21.061670601354347,190.4325630874628
S46_0012_Gait,ERP,15.532485302030844,146.96589445648547
S46_0012_Gait,LRP,-57.986982113056065,368.49680808748633
S46_0012_Gait,DP,13.627969978699117,190.4325630874628
S46_0018_Gait,ERP,13.888054331411984,146.96589445648547
S46_0018_Gait,LRP,-42.02494987338601,368.49680808748633
S46_0018_Gait,DP,28.640268813633664,190.4325630874628
S47_0003_Gait,ERP,-8.717729788677389,194.7933384085162
S47_0003_Gait,LRP,-23.76038027633357,437.6608908663311
S47_0003_Gait,DP,41.959399105739706,207.07879539267373
S47_0004_Gait,ERP,-10.762721928283026,194.7933384085162
S47_0004_Gait,LRP,-29.73483170405981,437.6608908663311
S47_0004_Gait,DP,26.15915292077739,207.07879539267373
S47_0005_Gait,ERP,8.913410423397153,194.7933384085162
S47_0005_Gait,LRP,-9.24667119576192,437.6608908663311
S47_0005_Gait,DP,38.98213030192668,207.07879539267373
S47_0007_Gait,ERP,2.221382859608957,194.7933384085162
S47_0007_Gait,LRP,-13.0850754453987,437.6608908663311
S47_0007_Gait,DP,34.623891453485854,207.07879539267373
S47_0015_Gait,ERP,-2.1530366591914536,194.7933384085162
S47_0015_Gait,LRP,-24.01406220171987,437.6608908663311
S47_0015_Gait,DP,41.24581613749081,207.07879539267373
S47_0017_Gait,ERP,-10.152539889906226,194.7933384085162
S47_0017_Gait,LRP,-39.434025399859344,437.6608908663311
S47_0017_Gait,DP,30.820311471109378,207.07879539267373
S48_0007_Gait,ERP,6.883446294205372,144.72411908090314
S48_0007_Gait,LRP,-44.73704804466481,509.353049112043
S48_0007_Gait,DP,42.84968681827597,136.97168744538257
S48_0008_Gait,ERP,7.912271637862807,144.72411908090314
S48_0008_Gait,LRP,-85.4129354304655,509.353049112043
S48_0008_Gait,DP,43.688402119636365,136.97168744538257
S48_0011_Gait,ERP,8.809303483654112,144.72411908090314
S48_0011_Gait,LRP,-92.53452127040735,509.353049112043
S48_0011_Gait,DP,48.07521055155146,136.97168744538257
S48_0017_Gait,ERP,8.02580922996447,144.72411908090314
S48_0017_Gait,LRP,-63.71860185845776,509.353049112043
S48_0017_Gait,DP,47.37063929543224,136.97168744538257
S49_0002_Gait,ERP,34.317632281003725,141.00312975295162
S49_0002_Gait,LRP,14.292402929115553,232.90425737216117
S49_0002_Gait,DP,34.892093684050835,162.35390068419284
S49_0003_Gait,ERP,29.020886219728702,141.00312975295162
S49_0003_Gait,LRP,3.814084791893329,232.90425737216117
S49_0003_Gait,DP,25.588570569279213,162.35390068419284
S49_0006_Gait,ERP,22.440253868258576,141.00312975295162
S49_0006_Gait,LRP,10.181061139736444,232.90425737216117
