,,point 0,point 1,point 2,point 3,point 4,point 5
0.127,-1sd,0,44,170,304,564,846
0.127,mean,0,46,172,566,845,940
0.127,+1sd,0,48,176,306,570,843
0.159,-1sd,0,52,179,550,714,939
0.159,mean,0,54,180,551,706,832
0.159,+1sd,0,56,182,553,706,832
0.19,-1sd,0,55,197,522,694,828
0.19,mean,0,54,277,525,693,827
0.19,+1sd,0,54,277,527,693,826
0.222,-1sd,0,57,249,517,685,836
0.222,mean,0,59,252,517,684,835
0.222,+1sd,0,62,252,518,683,834
