,,,,intercept,stiffness,MSE,R2,inverted
TF10,ipsilateral,0.229,LRP,-0.2557063270730632,6.433238468799891,0.003059992695965151,0.9777638435552763,False
TF10,contralateral,0.131,CP,0.002210464655211494,0.4164415582632915,8.771454163886792e-06,0.8091660518613804,False
TF10,contralateral,0.131,ERP,-0.027063572520515077,0.0874647972972156,4.952486004405724e-05,0.5576699408140255,True
TF10,contralateral,0.131,LRP,0.3559337547530939,6.002177450801217,0.0012624725550484878,0.9645046497874663,False
TF10,contralateral,0.131,DP,0.5054917000040882,1.8986645278723753,0.0018335917883879108,0.9724185987190446,False
TF10,contralateral,0.163,CP,-0.012456352424705257,0.6450847189015132,1.2064535492920089e-06,0.9936852651088117,False
TF10,contralateral,0.163,ERP,0.25722291573406914,5.4603807700896825,0.00037706772672229484,0.9871131475055638,False
TF10,contralateral,0.163,LRP,0.2683288930811617,5.549397553337438,0.001426963437189104,0.9727860599725292,False
TF10,contralateral,0.163,DP,0.39345793237245613,2.562702660753634,0.00821136677039493,0.9278943593602377,False
TF10,contralateral,0.196,CP,-0.023115313710342228,0.6964576318173512,1.3238247155694688e-05,0.9712705483027101,False
TF10,contralateral,0.196,ERP,0.2961714361195612,4.105076992959243,3.725491648032685e-05,0.9958400574161398,False
TF10,contralateral,0.196,LRP,0.48178931590938157,6.019461900205528,0.010463294603534502,0.9048366260483182,False
TF10,contralateral,0.196,DP,0.5680056832903005,2.3590910769218767,0.0036071441157606377,0.9687394386552187,False
TF10,contralateral,0.229,CP,-0.001533850077838024,0.7998693304279171,1.4231340370121612e-05,0.984956386860466,False
TF10,contralateral,0.229,ERP,0.9349350470455748,10.534866731332707,0.006826623527935181,0.9588965238610976,False
TF10,contralateral,0.229,LRP,1.2786983395196336,-0.8321582546131284,0.00032369877701461284,0.3250140912201518,False
TF10,contralateral,0.229,DP,0.8803582103586739,2.3696598440849646,0.004994830006408106,0.968969250027202,False
TF10,contralateral,0.262,CP,-0.025179133822914833,0.570234941886003,2.7730065410938636e-05,0.9540709707468938,False
TF10,contralateral,0.262,ERP,1.0054031502280818,9.656465407005028,0.005516978643959779,0.9336057392295212,False
TF10,contralateral,0.262,LRP,1.1574500127147191,5.971995596140994,0.003726762528116383,0.7764175114047994,False
TF10,contralateral,0.262,DP,1.0526070124064253,2.526383484921006,0.0041739330177274735,0.9808950477189355,False
TF11,ipsilateral,0.194,CP,-0.031159662252988635,2.314604283758537,2.3221685214403013e-05,0.987566670521988,False
TF11,ipsilateral,0.194,ERP,0.1883107080127187,5.815521437766527,0.0003146503267452383,0.9986217765155534,False
TF11,ipsilateral,0.194,LRP,-0.08795903254141668,6.921289785455437,0.001078046009310031,0.9953793711172385,False
TF11,ipsilateral,0.259,CP,-0.07362370932419533,1.6138190864886721,2.889695416437151e-05,0.9767063911674044,False
TF11,ipsilateral,0.259,ERP,0.12162306856925514,5.655851846482196,0.01038148095481374,0.9601674048049033,False
TF11,ipsilateral,0.259,LRP,0.021992604534021135,0.17145254470877322,4.149495073576441e-06,0.12818791184919753,True
TF11,ipsilateral,0.324,CP,-0.08980904880721562,1.2554950690061917,4.562657785011168e-05,0.9529431501410803,False
TF11,ipsilateral,0.324,ERP,0.10096247337375186,5.482087776606315,0.013086353100228215,0.9563728473852604,False
TF11,ipsilateral,0.324,LRP,0.03349150350518476,0.3178714140595773,1.1950862349186284e-06,0.723394660048871,True
TF11,ipsilateral,0.389,CP,-0.12246225877119377,0.8967207063785885,7.489575035066227e-05,0.8863931911789653,False
TF11,ipsilateral,0.389,ERP,0.0902006663451429,5.3274541988989865,0.01708410230209172,0.9484375016997996,False
TF11,ipsilateral,0.389,LRP,0.044979632789412596,0.4134073587812223,1.529275079916275e-06,0.7925493563649602,True
TF11,ipsilateral,0.454,CP,-0.15359679208425264,0.5476589594404343,0.0003310754278986661,0.44159774251733763,False
TF11,ipsilateral,0.454,ERP,0.10372226908201432,5.190935356817676,0.019928555441448084,0.9419646304735827,False
TF11,ipsilateral,0.454,LRP,0.048193647499731276,0.4170730018498741,8.588074242814031e-07,0.8970586886222689,True
TF11,contralateral,0.194,CP,0.026974819158501223,0.5605400755774161,1.5436316669654e-05,0.976714734790134,False
TF11,contralateral,0.194,ERP,0.48956093353962166,4.329313110986206,0.000687186956438813,0.9780171143017354,False
TF11,contralateral,0.194,LRP,0.5881684398079127,4.22533955918652,0.001199501820250895,0.9490079352235242,False
TF11,contralateral,0.194,DP,0.6578740745736424,2.102157674870869,0.002023876277312666,0.9838199888044444,False
TF11,contralateral,0.259,CP,0.01620976253927878,0.5996221312922381,1.1207792290797811e-05,0.9840416172173618,False
TF11,contralateral,0.259,ERP,0.5222204478649515,4.8784588406811125,0.0011380031155292752,0.9770520834753609,False
TF11,contralateral,0.259,LRP,0.608296709161066,5.985201373002152,0.0002641717480048181,0.9928270997555105,False
TF11,contralateral,0.259,DP,0.8755950264526401,2.5338265345416677,0.002529203511780157,0.9877331413912245,False
TF11,contralateral,0.324,CP,0.015193011630787637,0.7493931870685789,8.580002138859811e-06,0.9925399550805384,False
TF11,contralateral,0.324,ERP,0.5878749741502223,5.3480492614827915,0.001630123818660998,0.9686444174592277,False
TF11,contralateral,0.324,LRP,0.7302596917251798,8.107323181223917,6.504103582206742e-05,0.9987920707724931,False
TF11,contralateral,0.324,DP,1.1708488499444687,3.100474471938906,0.0011728770717478582,0.9962172085516107,False
TF11,contralateral,0.389,CP,-0.044936736435340144,0.3385303716288823,0.00011014043781548107,0.6872972679749243,False
TF11,contralateral,0.389,ERP,0.6417942159213978,5.292259658545657,0.0006027742602962662,0.9877938272183789,False
TF11,contralateral,0.389,LRP,0.8451038458552609,11.376147360028616,0.0005968856820466373,0.9934359892795,False
TF11,contralateral,0.389,DP,1.4799254309015022,3.5716741206866853,0.0011466928767906507,0.9971167553235524,False
TF11,contralateral,0.454,CP,-0.10443477234672269,-0.053576530640993436,0.0006360272878352518,0.010812873260029665,False
TF11,contralateral,0.454,ERP,0.6894180428735388,4.6950007151456,8.12466064568493e-05,0.9976886835293619,False
TF11,contralateral,0.454,LRP,1.0668920696929727,14.34139936472341,0.001988844270218809,0.982876445516288,False
TF11,contralateral,0.454,DP,1.7578961941501952,3.7535963480658916,0.004715801713354907,0.9900454828319634,False
TF12,ipsilateral,0.124,CP,-0.03710305082834428,2.717699385562367,6.501133517209467e-05,0.9724687725977557,False
TF12,ipsilateral,0.124,ERP,0.08708186043375088,6.888379698267438,0.002686512101565262,0.9622523588556224,False
TF12,ipsilateral,0.124,LRP,0.24786046022189345,5.38327640753841,0.00025360283001074515,0.9858359518377745,False
TF12,ipsilateral,0.155,CP,-0.055411569022771154,2.7077693106730836,9.838529443719267e-05,0.9528630265734773,False
TF12,ipsilateral,0.155,ERP,0.015472689405242879,7.049404718315854,0.004727204409219719,0.9558432666464293,False
TF12,ipsilateral,0.155,LRP,0.2908386115787867,4.609540583823154,5.047843577565562e-05,0.9966735992814193,False
TF12,ipsilateral,0.186,CP,-0.059591639553938355,2.839234493847246,0.00012959448071218354,0.9557330324120636,False
TF12,ipsilateral,0.186,ERP,0.009772367782817648,6.87134929630812,0.003849865243273388,0.9809018615934839,False
TF12,ipsilateral,0.186,LRP,-0.4055794674755864,9.263454070492479,0.00037363352943541175,0.9974101489879749,False
TF12,ipsilateral,0.217,CP,-0.07030876146127148,2.5216522207155205,0.00011445915471455056,0.9584103356961934,False
TF12,ipsilateral,0.217,ERP,0.038235326794234525,6.631761838790433,0.0058665795850219105,0.9745616185174326,False
TF12,ipsilateral,0.217,LRP,-0.38866451291345705,8.951526072025285,0.0008884469252066697,0.9947956319837054,False
TF12,ipsilateral,0.248,CP,-0.08238972523937241,2.1267690767611644,0.000121547631711454,0.9491557841315552,False
TF12,ipsilateral,0.248,ERP,0.061472621280104056,6.536751324457224,0.002838865170448474,0.9890637331114401,False
TF12,ipsilateral,0.248,LRP,-0.3034510667864924,8.404842932498788,0.003901036658665998,0.9773352022505936,False
TF12,contralateral,0.124,CP,-0.019453568382842436,0.22575506152970273,7.68702042869162e-05,0.5535532384781565,False
TF12,contralateral,0.124,ERP,1.1455669504916943,8.439268055950789,0.0007669261992490831,0.9906403651874521,False
TF12,contralateral,0.124,LRP,0.9521915884045918,3.2340931948658294,0.0008095083743997259,0.9583999591721433,False
TF12,contralateral,0.124,DP,0.7479633900181079,2.428854631597187,0.008659081636572278,0.9324231242982642,False
TF12,contralateral,0.155,CP,-0.024555539466859448,0.15804162303378957,9.760921866033961e-05,0.36806092446900174,False
TF12,contralateral,0.155,ERP,1.1362659205925572,7.505429614065837,0.0010252741299497485,0.9874791705526146,False
TF12,contralateral,0.155,LRP,1.009145795075519,3.8559849217945095,4.752761545610153e-05,0.9967250481526699,False
TF12,contralateral,0.155,DP,0.9059712119253917,3.3000228512234373,0.019854047789476005,0.9017758413255521,False
TF12,contralateral,0.186,CP,-0.017292023375622596,0.2914296184846771,6.402166206031922e-05,0.7899940321438705,False
TF12,contralateral,0.186,ERP,1.0779234963041808,6.349075950000144,0.001869455758807571,0.98342675333377,False
TF12,contralateral,0.186,LRP,1.067390483163599,3.487254993606505,0.0007781655638319829,0.9447805913095989,False
TF12,contralateral,0.186,DP,0.8250820745286248,3.139424156932255,0.005593158258446334,0.9699295717430377,False
TF12,contralateral,0.217,CP,-0.021507225893726632,0.39712592590263623,6.749799338213827e-05,0.8790400428567672,False
TF12,contralateral,0.217,ERP,1.0658985902108415,6.347533980825707,0.000997624919953456,0.991902356975869,False
TF12,contralateral,0.217,LRP,1.0532926191017065,4.521785804125113,0.00015370347447823382,0.9916338275684211,False
TF12,contralateral,0.217,DP,1.0100654739978876,3.223776468366006,0.004027271456474245,0.9830788684232711,False
TF12,contralateral,0.248,CP,-0.025201533950776775,0.39096862084892314,5.191226129101912e-05,0.905815960617123,False
TF12,contralateral,0.248,ERP,1.2144908914958785,7.475552099573002,4.073157847197765e-05,0.999291404617797,False
TF12,contralateral,0.248,LRP,1.079655380437583,4.774798013951648,0.0002239343256701209,0.995853874673276,False
TF12,contralateral,0.248,DP,1.1245734396011806,3.314658172519853,0.0026959417573659446,0.9906774475475922,False
TF13,ipsilateral,0.184,CP,0.08281167901767732,3.100361483836662,0.0003251720232053489,0.9464338344616465,False
TF13,ipsilateral,0.184,ERP,0.10479481028038148,4.5636446715149255,0.0018394580943017545,0.9871581990814076,False
TF13,ipsilateral,0.184,LRP,-0.22659823887824954,6.056716126217721,0.00025384248656238814,0.9975816954507103,False
TF13,ipsilateral,0.245,CP,0.0893251205007194,3.2269030866030612,0.00034646495043854,0.957402700759178,False
TF13,ipsilateral,0.245,ERP,0.09909737613531094,4.5398561247081215,0.0027811070827513306,0.9854182000521453,False
TF13,ipsilateral,0.245,LRP,-0.2430545378594856,6.011679306546321,0.0002398338071448335,0.9986203844995644,False
TF13,ipsilateral,0.306,CP,0.06940950929581066,3.124964549541571,0.0004261345003744435,0.9548799803469823,False
TF13,ipsilateral,0.306,ERP,0.08209872280528924,4.4649350362841815,0.003254060531644873,0.9858923389361138,False
TF13,ipsilateral,0.306,LRP,-0.25010796942484403,5.892633838060887,0.00016889000617256093,0.9992047889707937,False
TF13,ipsilateral,0.368,CP,0.09677444546370759,3.558683982481757,0.0006805395925147052,0.9524950936428884,False
TF13,ipsilateral,0.368,ERP,0.049664987617217216,4.386493856529691,0.004913631677915864,0.9814757324942681,False
TF13,ipsilateral,0.368,LRP,-0.2626965573508903,5.712408109569104,0.0003227081580254117,0.998762777395105,False
TF13,ipsilateral,0.429,CP,0.07641399096389734,3.491707521354962,0.00043947094324406886,0.968642017937355,False
TF13,ipsilateral,0.429,ERP,0.030865177212904826,4.367697524236751,0.008856530125706471,0.970405466494034,False
TF13,ipsilateral,0.429,LRP,-0.28079159408407695,5.841383255254671,0.00027961808432639274,0.9990964549061977,False
TF13,contralateral,0.184,CP,0.035123990905486464,1.0793326996737354,6.466455443163976e-05,0.9570593988075703,False
TF13,contralateral,0.184,ERP,0.4120941671093432,5.450410408221576,0.002619456416044708,0.9632924651637625,False
TF13,contralateral,0.184,LRP,0.6650101277632275,2.2493957033075507,7.225507041807391e-05,0.9972558401830608,False
TF13,contralateral,0.184,DP,0.49878141165656187,1.8967016526647054,0.015225664321479709,0.9243644152612243,False
TF13,contralateral,0.245,CP,0.024135409149475207,1.1725994165289702,2.66893215444785e-05,0.9881637161663175,False
TF13,contralateral,0.245,ERP,0.43051433031096814,4.994965752219111,0.0020934621778533045,0.9818738655537366,False
TF13,contralateral,0.245,LRP,0.5751651855259918,3.1463561541629588,0.00039398302498479845,0.9865214905868901,False
TF13,contralateral,0.245,DP,0.43303749314251955,2.1567561741415187,0.08638552916688903,0.6812271736440659,False
TF13,contralateral,0.306,CP,0.0702176218229733,1.7353774233052628,0.00018911583869895255,0.9553212409839258,False
TF13,contralateral,0.306,ERP,0.39272842517381773,5.093132029180686,0.0016849553422858292,0.9785106343307501,False
TF13,contralateral,0.306,LRP,0.570341536486178,3.5186763318208647,0.0008551218008913704,0.9889813951976237,False
TF13,contralateral,0.306,DP,0.8119210222380607,2.3743025774256132,0.014933615698188131,0.9662126960966746,False
TF13,contralateral,0.368,CP,0.1034008625412089,2.075667187841161,0.00043190015786308196,0.9174082480637203,False
TF13,contralateral,0.368,ERP,0.35869055879516565,5.355976955690406,0.0014099650058202145,0.9846121997952705,False
TF13,contralateral,0.368,LRP,0.5206205459044034,4.067884568402732,0.0030919855265101855,0.9658357283697672,False
TF13,contralateral,0.368,DP,0.9902336419552249,2.5569019506178834,0.018288291273389094,0.9645754738756548,False
TF13,contralateral,0.429,CP,0.11267629709840589,2.1500041189541874,0.0005047247823847697,0.9195665702608385,False
TF13,contralateral,0.429,ERP,0.2911238769694455,4.357471920856464,0.0006873098917789575,0.9925712690807431,False
TF13,contralateral,0.429,LRP,0.11775137594718332,4.939542054283641,0.018705865398621114,0.8985058693378162,False
TF13,contralateral,0.429,DP,1.0610440640437206,2.7694987286915675,0.03614228414807361,0.9508097692087966,False
TF14,ipsilateral,0.128,CP,-0.03228413280315418,1.576301540633274,2.543492628162358e-06,0.9953950259187229,False
TF14,ipsilateral,0.128,ERP,0.32301696135649316,5.7983365316911755,0.007666230688108082,0.9067365753645472,False
TF14,ipsilateral,0.128,LRP,-0.22160222909820734,7.490369413215708,0.005245929433594054,0.9171744987888807,False
TF14,ipsilateral,0.16,CP,-0.044515243451987326,1.5690793989047942,2.7363757150844075e-06,0.9946763235160679,False
TF14,ipsilateral,0.16,ERP,0.2699858071517074,5.694872342608988,0.006028920451608325,0.9378548513525867,False
TF14,ipsilateral,0.16,LRP,-0.2929116956773665,7.543938227780086,0.004412459568526066,0.9383802887741263,False
TF14,ipsilateral,0.192,CP,-0.045089735674226236,1.6077474024019198,3.7790973792108814e-06,0.994118518551523,False
TF14,ipsilateral,0.192,ERP,0.21861431007185056,5.6623530511249625,0.003530778199514096,0.9672181032429016,False
TF14,ipsilateral,0.192,LRP,-0.3638628603733459,7.997120202517625,0.004774925911493645,0.9549085748991825,False
TF14,ipsilateral,0.223,CP,-0.04142869944187701,1.748824953576996,9.552594439546681e-06,0.9883402742350508,False
TF14,ipsilateral,0.223,ERP,0.18357577007146542,5.503953294320733,0.0024251175360258167,0.9806095510030945,False
TF14,ipsilateral,0.223,LRP,-0.37742621250705993,7.500681305560967,0.0035739507835636356,0.9702624000397472,False
TF14,ipsilateral,0.255,CP,-0.07246800861576361,1.3398676100754159,2.1113136121049e-05,0.964832600506621,False
TF14,ipsilateral,0.255,ERP,0.21379558905373872,5.653296011729951,0.001998408277755916,0.9850815524148003,False
TF14,ipsilateral,0.255,LRP,-0.44621860324978846,8.344333088223417,0.002681160546245666,0.9793749181697815,False
TF14,contralateral,0.128,CP,-0.02300377593622717,-1.0302732745380911,1.7159028557134003e-05,0.9622194576059665,False
TF14,contralateral,0.128,ERP,-0.037206137610803915,-0.010966235266754693,0.00014016648165647086,0.014637711273934428,True
TF14,contralateral,0.128,LRP,0.7440643341093064,3.462592698974571,8.448983326906284e-05,0.9972009787125079,False
TF14,contralateral,0.128,DP,0.7330683469286584,2.5167865713029314,0.0030953096010123216,0.9784794234070905,False
TF14,contralateral,0.16,CP,-0.01742154872142255,-0.7606397688397405,1.2747067861181203e-05,0.9643765222118055,False
TF14,contralateral,0.16,ERP,0.3530947522762656,4.321138750338189,0.00033211889082969046,0.9661242731555282,False
TF14,contralateral,0.16,LRP,0.510859128939215,3.960437665948155,0.001548351188454094,0.9678805874433052,False
TF14,contralateral,0.16,DP,0.6679477987178554,2.5912851416366607,0.004029648949553561,0.976863725368065,False
TF14,contralateral,0.192,CP,-0.01487018948096493,-0.6687301839435146,1.1978572292009583e-05,0.9666570707666527,False
TF14,contralateral,0.192,ERP,0.554797460044455,5.978350310384162,0.0035109728543572714,0.7404678547038468,False
TF14,contralateral,0.192,LRP,0.6642242281105891,4.082503639689793,0.0001662577558908847,0.9965523914338366,False
TF14,contralateral,0.192,DP,0.796163494795356,2.635899987178243,0.003749562608328619,0.9796524880904214,False
TF14,contralateral,0.223,CP,-0.017802858245294904,-0.27334706828904276,3.506297470475693e-05,0.7668647962737928,False
TF14,contralateral,0.223,ERP,0.3476508911325318,2.53786188312066,2.478419424447224e-05,0.9955543738217232,False
TF14,contralateral,0.223,LRP,-0.04758097640495225,0.07068454541853691,2.019450528512441e-06,0.8157038063424639,True
TF14,contralateral,0.223,DP,0.5739301315332835,4.579896923544492,0.0002893909470962962,0.9955229222659902,False
TF14,contralateral,0.255,CP,-0.00398245449475292,-0.10044160984027038,1.8366931143489126e-05,0.5238499468380058,False
TF14,contralateral,0.255,ERP,0.35436594193611715,2.419264617354981,0.00020873913122023308,0.9854068753582101,False
TF14,contralateral,0.255,LRP,0.3761582518572611,5.616912412896765,0.0003003431552994745,0.9961158155708373,False
TF14,contralateral,0.255,DP,0.8097402958214903,3.0376139149978596,0.004282775423189623,0.9834490488915951,False
TF15,ipsilateral,0.19,CP,-0.0177474843277574,2.722291176617694,0.00013427341392180877,0.9373860963793083,False
TF15,ipsilateral,0.19,ERP,0.08629358392851483,5.111773200357216,0.00018738211571742147,0.9991602085742702,False
TF15,ipsilateral,0.19,LRP,-0.15677081717348673,6.052195259631339,7.10979512403427e-06,0.9999649146406275,False
TF15,ipsilateral,0.254,CP,-0.05157375889917511,2.293592604190902,5.94639051996916e-05,0.9669982796203763,False
TF15,ipsilateral,0.254,ERP,0.0854748270333453,5.005967707539642,9.93910069915308e-05,0.9996295808751889,False
TF15,ipsilateral,0.254,LRP,-0.1888861846393285,6.18273767950128,0.0001721713782425179,0.9993421261371194,False
TF15,ipsilateral,0.317,CP,-0.07870528110220885,1.895775438172443,6.096008009173632e-05,0.960046698393655,False
TF15,ipsilateral,0.317,ERP,0.07965234407216149,4.893069084687809,0.0003054232680114184,0.9990245057632116,False
TF15,ipsilateral,0.317,LRP,-0.22230082970479004,6.2017222976618935,0.0002486356555834377,0.9992075523724124,False
TF15,ipsilateral,0.381,CP,-0.14049187725501822,1.4662532860966941,3.4732469178946344e-05,0.9700955391423183,False
TF15,ipsilateral,0.381,ERP,0.062038229492942756,4.463624258269874,2.7206316045289935e-05,0.999435966647289,False
TF15,ipsilateral,0.381,LRP,-0.024395159499738917,5.1828946461679966,0.0004235818135043911,0.9965730115975929,False
TF15,ipsilateral,0.444,CP,0.04387296654491579,4.771775355769267,0.004368918869758159,0.9899694986670853,False
TF15,ipsilateral,0.444,ERP,-0.3343903192969979,6.43479779335963,0.0010457366216863723,0.9975848074996548,False
TF15,ipsilateral,0.444,LRP,0.061471479968695675,0.13021075292409945,1.068812181733494e-06,0.5579163581371751,True
TF15,contralateral,0.19,CP,-0.05867425530106625,0.9522803176116638,5.094629861547539e-05,0.9642388597604988,False
TF15,contralateral,0.19,ERP,0.37490009363158805,5.083476094654384,0.0016478244504120217,0.9630237363008107,False
TF15,contralateral,0.19,LRP,0.47228584449505595,4.798267718457014,9.41836448548538e-05,0.9984315711751115,False
TF15,contralateral,0.19,DP,0.6183620368199162,3.236030829405997,0.0023647017507375796,0.9841348120931663,False
TF15,contralateral,0.254,CP,-0.06592862245487967,0.916006579590605,2.3934492226878677e-05,0.9845160118125968,False
TF15,contralateral,0.254,ERP,0.42676885336452836,5.077501712716394,0.001545875078132791,0.9749698206881111,False
TF15,contralateral,0.254,LRP,0.475415194537289,6.4211896405940525,6.023729015013031e-05,0.9993426038710337,False
TF15,contralateral,0.254,DP,0.7870817137099048,3.730808836495058,0.00398759479707688,0.9847721754210742,False
TF15,contralateral,0.317,CP,-0.09220986692161504,0.7932329990692488,7.051976540433844e-05,0.9456444558261289,False
TF15,contralateral,0.317,ERP,0.47355751893357073,5.3324641713545,0.0015296667965211115,0.982207109135106,False
TF15,contralateral,0.317,LRP,0.3633371412142743,9.147006353332799,0.0011906218086437893,0.9903220276357676,False
TF15,contralateral,0.317,DP,1.1862405396467748,3.8996238998665564,0.0030892301145888537,0.9923690165487223,False
TF15,contralateral,0.381,CP,-0.1476736633495051,0.7024841201308559,0.00025695132512648276,0.8393221676616351,False
TF15,contralateral,0.381,ERP,0.5915533900072727,5.178593998070257,0.00025795761504765165,0.9967467397674069,False
TF15,contralateral,0.381,LRP,0.5338829467487651,11.806949055715435,0.0009101844413351587,0.9913438713321041,False
TF15,contralateral,0.381,DP,1.6007564615092453,4.028681693103923,0.002844850636121794,0.9943408375445203,False
TF15,contralateral,0.444,CP,-0.17142314938554382,0.6161489923857033,0.0004217962266025508,0.7097612805236834,False
TF15,contralateral,0.444,ERP,0.6319569820299784,5.265786304173577,0.0001525194223522419,0.9981312120287298,False
TF15,contralateral,0.444,LRP,0.7298400329754079,14.743472879913751,0.003195896204272304,0.9861227143862865,False
TF15,contralateral,0.444,DP,1.875029222811256,4.315756068443114,0.0021509805818526314,0.9966683743116931,False
TF16,ipsilateral,0.188,CP,-0.02946712248381713,1.1108759240183428,3.0952157145297734e-06,0.9885518427657337,False
TF16,ipsilateral,0.188,ERP,0.17236041782325495,5.393105532062322,0.005983678728057053,0.9691891725051401,False
TF16,ipsilateral,0.188,LRP,-0.12781802254698393,5.06575962653975,0.004904648026903796,0.9726689777655796,False
TF16,ipsilateral,0.25,CP,-0.08167085369317306,0.40545145982041664,6.911454808315254e-05,0.4119913183771997,False
TF16,ipsilateral,0.25,ERP,0.1900755724980463,5.016522178552694,0.008004692820250587,0.9645880431789744,False
TF16,ipsilateral,0.25,LRP,-0.11188731543794905,4.977200904525375,0.002400489537631301,0.9897981117210854,False
TF16,ipsilateral,0.313,CP,-0.08524269352452998,0.4045208110120082,0.0001149688005844273,0.37826624422403365,False
TF16,ipsilateral,0.313,ERP,0.2705197596053319,4.457150736689978,0.008075943104908305,0.965343634940067,False
TF16,ipsilateral,0.313,LRP,-0.09988555850502062,4.8694677294782505,0.0017762789004568977,0.9936725259339001,False
TF16,ipsilateral,0.376,CP,-0.10035865380063631,0.34145515639774826,0.0002763452457103265,0.18251489822541933,False
TF16,ipsilateral,0.376,ERP,0.3142870663228422,4.077524391810587,0.007993277544361278,0.9661689864120783,False
TF16,ipsilateral,0.376,LRP,-0.08384541216705094,4.725657924592281,0.0014814469894087634,0.9943238399857176,False
TF16,ipsilateral,0.438,CP,-0.13164418727644311,0.17383974940296265,0.00020409842335138617,0.07022082606689817,False
TF16,ipsilateral,0.438,ERP,0.2673604770614678,3.922502888356286,0.007071845067891072,0.9708336179652517,False
TF16,ipsilateral,0.438,LRP,-0.1602297130083214,4.671965767043607,0.0011050792482566083,0.9954032608568987,False
TF16,contralateral,0.188,CP,-0.015077578885610114,0.7296686806737255,2.556147939201911e-06,0.9969211258027454,False
TF16,contralateral,0.188,ERP,0.38551296750398134,4.191070578454524,0.00020685848334492838,0.9795482094702006,False
TF16,contralateral,0.188,LRP,0.5737882311460406,5.584044409032719,0.001789438411440969,0.9800658115043965,False
TF16,contralateral,0.188,DP,0.693215066199069,3.034343573921513,0.003429528868669843,0.9783536363622953,False
TF16,contralateral,0.25,CP,-0.050559949162588026,0.5304022371424725,3.485367737603347e-05,0.935892386764265,False
TF16,contralateral,0.25,ERP,0.683082458759853,6.7556780026082235,0.002732102895428368,0.9601872877643017,False
TF16,contralateral,0.25,LRP,0.7820908218460474,5.818630171883666,4.7514129100031154e-05,0.9987209099950164,False
TF16,contralateral,0.25,DP,0.9814727307333929,3.2757570932945868,0.0036900884570911273,0.9841919241023349,False
TF16,contralateral,0.313,CP,-0.07118518466081739,0.35239505627474516,7.820669875737853e-05,0.7610115865190485,False
TF16,contralateral,0.313,ERP,0.4333179328746818,3.961353962209762,0.00038761108817534056,0.9695937836506647,False
TF16,contralateral,0.313,LRP,0.8144306922972666,8.712789057236392,0.0007376846042177534,0.9934963878736685,False
TF16,contralateral,0.313,DP,1.158752053894036,3.4840231467078455,0.0023632057148365274,0.9908381508657546,False
TF16,contralateral,0.376,CP,-0.184835012115292,-0.221627121878513,0.0008840980833441291,0.11052887711524384,False
TF16,contralateral,0.376,ERP,0.34575659140301007,3.01011602731587,0.00034436158620895036,0.9667776500798905,False
TF16,contralateral,0.376,LRP,0.7619404615831716,9.691077686874747,0.0002175057705619519,0.9983392010890495,False
TF16,contralateral,0.376,DP,1.3100899351949788,3.4073652758713777,0.0017739730882280105,0.9935312398064192,False
TF16,contralateral,0.438,CP,-0.20000248934848044,-0.42896692580205303,0.0009403521646543224,0.29854333000132993,False
TF16,contralateral,0.438,ERP,0.342962306307709,2.886606996563817,0.00020268673136843816,0.9763419924605524,False
TF16,contralateral,0.438,LRP,0.7173425021460399,9.746310068563902,0.0011287187660682164,0.9918205841542027,False
TF16,contralateral,0.438,DP,1.4657095857680968,3.5177617863788124,0.007812239180576517,0.975442611172015,False
TF17,ipsilateral,0.182,CP,-0.06306699973554648,0.9396138414182944,2.1040202180072866e-05,0.8850455186277464,False
TF17,ipsilateral,0.182,ERP,-0.06555566670673496,4.879701897687548,0.0028210557199258865,0.9841499392768205,False
TF17,ipsilateral,0.182,LRP,-0.361600600546339,5.8666394440821605,0.00783450208005728,0.9535666026184095,False
TF17,ipsilateral,0.243,CP,-0.05874628581157874,0.9138116169134476,1.774494705043655e-05,0.9252404343211567,False
TF17,ipsilateral,0.243,ERP,-0.07422655368015363,4.6984437197113325,0.00455763444231612,0.978504525043456,False
TF17,ipsilateral,0.243,LRP,-0.46036431568416847,6.151869834369752,0.007312863553617829,0.9689697922671616,False
TF17,ipsilateral,0.304,CP,-0.10002431959481055,0.8133360711595907,0.00010527785711283683,0.6716616214479474,False
TF17,ipsilateral,0.304,ERP,-0.06804137024299162,4.533936574848742,0.006811124152692694,0.9718066192921371,False
TF17,ipsilateral,0.304,LRP,-0.5245748929537692,6.288037749776078,0.007093464803060177,0.9761271999885899,False
TF17,ipsilateral,0.365,CP,-0.14217848483267045,1.0406355581289513,0.0004222565688136282,0.5162117871551167,False
TF17,ipsilateral,0.365,ERP,-0.051252830014870576,4.379412552561176,0.008705452246038418,0.9672055086327849,False
TF17,ipsilateral,0.365,LRP,-0.5009488386086032,6.092345873559461,0.0036497500362152615,0.9900612113104446,False
TF17,ipsilateral,0.425,CP,-0.15212140663826015,1.0368097531031526,0.0005688095269973892,0.5015060924926678,False
TF17,ipsilateral,0.425,ERP,-0.04201155468756834,4.08832622870324,0.013872989998578337,0.9504030836026593,False
TF17,ipsilateral,0.425,LRP,-0.6247018759105064,6.221133211671315,0.003907943563493525,0.9896340046609122,False
TF17,contralateral,0.182,CP,0.005894859069909636,1.0241456880123012,9.33045469428807e-06,0.9844266307280499,False
TF17,contralateral,0.182,ERP,0.2190514780236491,4.8524048274503055,0.0014566284494051773,0.9657016595048618,False
TF17,contralateral,0.182,LRP,0.08004533124604463,6.836885381219626,0.0010807681352940923,0.9815655973364671,False
