,,TF18,TF18,TF18,TF18,TF18,TF18,TF18,TF18,TF18,TF18,TF18,TF18,TF18,TF18,TF18,TF18,TF18,TF18,TF18,TF18,TF18,TF18,TF18,TF18,TF18,TF18,TF18,TF18,TF18,TF18
,,ipsilateral,ipsilateral,ipsilateral,ipsilateral,ipsilateral,ipsilateral,ipsilateral,ipsilateral,ipsilateral,ipsilateral,ipsilateral,ipsilateral,ipsilateral,ipsilateral,ipsilateral,contralateral,contralateral,contralateral,contralateral,contralateral,contralateral,contralateral,contralateral,contralateral,contralateral,contralateral,contralateral,contralateral,contralateral,contralateral
,,0.128,0.128,0.128,0.16,0.16,0.16,0.192,0.192,0.192,0.223,0.223,0.223,0.255,0.255,0.255,0.128,0.128,0.128,0.16,0.16,0.16,0.192,0.192,0.192,0.223,0.223,0.223,0.255,0.255,0.255
,,-1sd,mean,+1sd,-1sd,mean,+1sd,-1sd,mean,+1sd,-1sd,mean,+1sd,-1sd,mean,+1sd,-1sd,mean,+1sd,-1sd,mean,+1sd,-1sd,mean,+1sd,-1sd,mean,+1sd,-1sd,mean,+1sd
position,0.0,7.187170136703172,7.284071379310346,7.380972621917519,7.035074297439623,7.118132586206896,7.201190874974168,6.511746960619004,6.5996524999999995,6.687558039380995,5.912065105512754,6.070332903225808,6.228600700938863,5.728237983598639,5.837180999999999,5.94612401640136,7.611262018341794,8.501141206896552,9.39102039545131,7.796947628601279,8.454901724137931,9.112855819674584,5.97578233527825,6.754826964285717,7.533871593293183,8.526099880078625,9.584615483870968,10.64313108766331,11.617816508669579,12.633200166666661,13.648583824663744
position,0.001,7.11757599331231,7.216714787241378,7.315853581170447,6.96215870404673,7.045835927413793,7.1295131507808565,6.418761023101823,6.507298737321429,6.595836451541036,5.810931056439607,5.970040820322582,6.129150584205558,5.628569225467266,5.738431630500001,5.848294035532736,7.560250679820408,8.449469143793102,9.338687607765797,7.75947236609863,8.413513636379312,9.067554906659995,5.953859708057546,6.729400812142858,7.504941916228169,8.541965152104499,9.591832278548386,10.641699404992274,11.607554383107182,12.59946703083333,13.591379678559477
position,0.002,7.047830230961491,7.1493581951724146,7.250886159383338,6.889142159184935,6.973539268620689,7.057936378056443,6.325687451271241,6.414944974642858,6.504202498014475,5.709742566577145,5.869748737419354,6.029754908261564,5.5288598481092075,5.639682261000003,5.750504673890798,7.508719798899446,8.397797080689655,9.286874362479864,7.721648062088798,8.37212554862069,9.022603035152583,5.931400850644423,6.703974660000001,7.476548469355579,8.557395481179366,9.599049073225803,10.64070266527224,11.59693165193379,12.565733895000001,13.534536138066212
position,0.003,6.977943292603385,7.082001603103446,7.186059913603508,6.816027221281765,6.901242609827587,6.986457998373409,6.232528346301069,6.322591211964283,6.412654077627496,5.608500545508078,5.7694566545161265,5.930412763524175,5.429110897685232,5.540932891500001,5.65275488531477,7.456669128179995,8.346125017586209,9.235580906992421,7.683468951202518,8.330737460862068,8.978005970521616,5.908399564915354,6.678548507857143,7.4486974507989325,8.572380501250343,9.606265867903224,10.640151234556104,11.585921888627533,12.53200075916667,13.478079629705805
position,0.004,6.907830430907197,7.014416180689656,7.121001930472115,6.742730008005568,6.828776961379311,6.914823914753054,6.139493360699819,6.230314127142855,6.321134893585891,5.507307130580978,5.669243801935485,5.831180473289992,5.329345147349055,5.442191789999999,5.555038432650943,7.400764618125611,8.289618133793102,9.178471649460594,7.642146020622645,8.286305640689653,8.93046526075666,5.884230632902453,6.651944967857142,7.419659302811832,8.585577306490471,9.611710237419354,10.637843168348237,11.574125112269448,12.497868197333336,13.421611282397224
position,0.005,6.837531701009734,6.94668867413793,7.055845647266127,6.669162185245217,6.755985770689656,6.842809356134095,6.046736250478449,6.138143774999998,6.229551299521547,5.406457698937215,5.569369537903225,5.732281376869235,5.229783530583226,5.343386584166666,5.456989637750106,7.34271167290131,8.231091072413786,9.119470471926263,7.594973876647077,8.23608528362069,8.877196690594305,5.858170312246254,6.622955718750001,7.387741125253748,8.5913362799698,9.60784208548387,10.62434789099794,11.54856735444558,12.447402257500004,13.346237160554427
position,0.006,6.767106369101229,6.878961167586207,6.990815966071184,6.595494321068397,6.683194579999999,6.770894838931602,5.9538939124311385,6.045973422857145,6.138052933283151,5.305553197434866,5.469495122903226,5.633437048371585,5.130181691017875,5.244578467666668,5.35897524431546,7.2841348544399676,8.172564011034483,9.060993167628999,7.547436871502707,8.185864926551723,8.824292981600738,5.8315780575297795,6.593966469642858,7.356354881755936,8.596558885772524,9.603932986451614,10.611307087130704,11.521780201655025,12.396013042333335,13.270245883011645
