,,point 0,point 1,point 2,point 3,point 4
0.182,-1sd,0,41,446,685,886
0.182,mean,0,40,447,694,886
0.182,+1sd,0,40,449,759,941
0.243,-1sd,0,38,238,446,768
0.243,mean,0,39,446,677,932
0.243,+1sd,0,39,447,680,935
0.304,-1sd,0,38,449,754,930
0.304,mean,0,39,449,664,912
0.304,+1sd,0,39,450,661,837
0.365,-1sd,0,39,445,647,925
0.365,mean,0,39,446,749,927
0.365,+1sd,0,39,447,646,837
0.425,-1sd,0,39,449,641,846
0.425,mean,0,39,450,643,846
0.425,+1sd,0,39,451,758,934
