,,TF02,TF02,TF02,TF02,TF02,TF02,TF02,TF02,TF02,TF02,TF02,TF02,TF02,TF02,TF02,TF02,TF02,TF02,TF02,TF02,TF02,TF02,TF02,TF02
,,ipsilateral,ipsilateral,ipsilateral,ipsilateral,ipsilateral,ipsilateral,ipsilateral,ipsilateral,ipsilateral,ipsilateral,ipsilateral,ipsilateral,contralateral,contralateral,contralateral,contralateral,contralateral,contralateral,contralateral,contralateral,contralateral,contralateral,contralateral,contralateral
,,0.4 m/s,0.4 m/s,0.4 m/s,0.5 m/s,0.5 m/s,0.5 m/s,0.6 m/s,0.6 m/s,0.6 m/s,0.7 m/s,0.7 m/s,0.7 m/s,0.4 m/s,0.4 m/s,0.4 m/s,0.5 m/s,0.5 m/s,0.5 m/s,0.6 m/s,0.6 m/s,0.6 m/s,0.7 m/s,0.7 m/s,0.7 m/s
,,-1sd,mean,+1sd,-1sd,mean,+1sd,-1sd,mean,+1sd,-1sd,mean,+1sd,-1sd,mean,+1sd,-1sd,mean,+1sd,-1sd,mean,+1sd,-1sd,mean,+1sd
position,0.033,-6.456644237323543,-6.28440278734694,-6.1121613373703365,-6.384173058723778,-6.193804897884615,-6.003436737045451,-6.816225361666371,-6.634019828541667,-6.451814295416963,-7.8101420533231725,-7.645661992037038,-7.481181930750903,2.9207044934546347,3.722408402653062,4.524112311851489,2.480563308933184,3.173535726923077,3.86650814491297,4.040213157721617,4.655790414166666,5.271367670611715,4.773627045323902,5.526628836296295,6.279630627268688
position,0.034,-6.487102346037083,-6.315931915510204,-6.1447614849833245,-6.416841034547142,-6.225820717692305,-6.034800400837469,-6.856660049843195,-6.674022460000001,-6.491384870156806,-7.856304703161129,-7.692123395925925,-7.527942088690722,2.8622040238396154,3.663849670204083,4.46549531656855,2.3941827607411468,3.0840461342307695,3.773909507720392,3.9457276918163453,4.564557354583333,5.183387017350321,4.665867467112265,5.421892589629629,6.177917712146994
position,0.035,-6.5170045663692155,-6.34672864489796,-6.176452723426704,-6.447793208782488,-6.256292749038461,-6.0647922892944335,-6.895376715947559,-6.712260779166667,-6.529144842385775,-7.901139359014827,-7.7373997398148155,-7.573660120614804,2.81177744508648,3.613244106122448,4.414710767158416,2.316772494206552,3.0025134201923076,3.6882543461780632,3.8574944937251385,4.479508695833334,5.10152289794153,4.560548190519221,5.319682042592592,6.078815894665963
position,0.036,-6.546066796660283,-6.376657072653062,-6.207247348645841,-6.477842085963758,-6.285821820769229,-6.0938015555747,-6.93252473809611,-6.748826739166666,-6.565128740237221,-7.942943119820035,-7.779800246666667,-7.616657373513299,2.767435936398089,3.5682244408163273,4.369012945234565,2.245496702071222,2.927413916923077,3.609331131774932,3.7747353826954644,4.400111890833332,5.0254883989712,4.464384320782062,5.2254420451851855,5.986499769588309
position,0.037,-6.574493890761032,-6.4058010985714295,-6.237108306381827,-6.506609068474537,-6.314110746346158,-6.121612424217778,-6.968016737120913,-6.783900458124999,-6.599784179129085,-7.982696609460297,-7.819805867407407,-7.656915125354517,2.7304692472626133,3.529961195510204,4.329453143757795,2.1802643465076814,2.8579798349999996,3.535695323492318,3.698539372572186,4.326556569166667,4.954573765761148,4.374881104253363,5.137521322407407,5.900161540561451
position,0.038,-6.602397114685541,-6.434361240408164,-6.266325366130786,-6.534205914978505,-6.341347168461538,-6.148488421944571,-7.002285294781367,-6.817679374583334,-6.633073454385301,-8.02113631071317,-7.8586117911111115,-7.696087271509054,2.698892746251779,3.4970887171428573,4.295284688033935,2.122970254279926,2.7960804692307692,3.4691906841816125,3.627656910200468,4.258594085416667,4.889531260632866,4.288405887122117,5.052566837407405,5.8167277876926935
position,0.039,-6.629625536916025,-6.462142976122452,-6.294660415328879,-6.5610115187916564,-6.367724464615383,-6.17443741043911,-7.034998836583204,-6.8499029362499995,-6.664807035916795,-8.057033014349495,-7.894984348518518,-7.732935682687541,2.6729723373673275,3.4690616457142873,4.265150954061247,2.0703311388117496,2.739062439807692,3.4077937408036347,3.5622803643125147,4.1961712562499995,4.830062148187484,4.210958584887568,4.975522453148147,5.740086321408726
position,0.04,-6.656500385520896,-6.489492897959183,-6.322485410397469,-6.586702523525626,-6.393111138461537,-6.199519753397447,-7.066376621611822,-6.880869099999999,-6.695361578388177,-8.091289446469386,-7.9293902962962965,-7.7674911461232075,2.6524892755211837,3.4466613469387752,4.240833418356367,2.023994189115834,2.687884538461538,3.3517748878072418,3.503474640953426,4.139553199999999,4.775631759046572,4.139240746634832,4.904017696296297,5.668794645957761
position,0.041,-6.682794624255015,-6.516169013469386,-6.349543402683757,-6.61155676161449,-6.41770815519231,-6.22385954877013,-7.096825576795532,-6.910857853749998,-6.7248901307044635,-8.124293576903069,-7.96263010611111,-7.80096663531915,2.636095024492422,3.4277176608163265,4.2193402971402305,1.9836394290706356,2.6428155301923075,3.3019916313139794,3.4489853476829624,4.087779982083334,4.726574616483705,4.070996824090228,4.835794283888888,5.6005917436875485
position,0.042,-6.708801379866081,-6.5424673755102045,-6.376133371154328,-6.63561722492778,-6.4415029415384595,-6.247388658149139,-7.125927062986944,-6.939523955416667,-6.75312084784639,-8.155165142249524,-7.993836042222223,-7.832506942194922,2.6244358305615743,3.413522604897959,4.202609379234343,1.9476853355154256,2.6023011338461535,3.2569169321768814,3.3999756134763706,4.041270139166666,4.682564664856961,4.01115640380308,4.774985563333332,5.5388147228635844
position,0.043,-6.734412671219281,-6.568287693469391,-6.402162715719501,-6.658815854826012,-6.46455920923077,-6.270302563635528,-7.1539208036509745,-6.967120610416667,-6.7803204171823594,-8.18472982778115,-8.023459419629628,-7.862189011478107,2.616082790718669,3.4023148148979607,4.188546839077253,1.9172276836146511,2.5669302151923072,3.2166327467699634,3.3568550669068795,4.000098615,4.64334216309312,3.9560718101658026,4.718880692407407,5.481689574649012
position,0.044,-6.759697717112308,-6.5936886579591825,-6.427679598806057,-6.681390413283306,-6.486976492307692,-6.292562571332078,-7.181120085415695,-6.993935970000002,-6.806751854584308,-8.21317130863579,-8.052012428148144,-7.890853547660498,2.611368698031593,3.3944761338775513,4.1775835697235095,1.8911240945872752,2.5362517884615383,3.1813794823358013,3.3174336003798364,3.9630949849999997,4.608756369620163,3.9048225026302537,4.666292607407408,5.427762712184563
position,0.045,-6.78478611081795,-6.61881998469388,-6.452853858569811,-6.703208754564243,-6.508709922115383,-6.3142110896665224,-7.207256793454825,-7.019682771875,-6.832108750295175,-8.239808667117979,-8.078858655555553,-7.917908643993129,2.6097743410911693,3.3896378693877565,4.169501397684344,1.8689766550195452,2.5095393971153848,3.1501021392112243,3.2829487083668405,3.930765502083334,4.578582295799828,3.860897326000404,4.620245257407406,5.379593188814408
position,0.046,-6.809508780682725,-6.643501839999999,-6.477494899317273,-6.7243838979541035,-6.529867656923078,-6.3353514158920525,-7.232492680566332,-7.044554157083333,-6.856615633600334,-8.265402314162325,-8.104419688888889,-7.9434370636154545,2.6105497236752835,3.386959086530612,4.16336844938594,1.851013939580262,2.4870020084615394,3.1229900773428168,3.253694645318794,3.90327968875,4.552864732181206,3.820882793575495,4.578139077037038,5.335395360498581
position,0.047,-6.834168760672492,-6.668043776938777,-6.501918793205062,-6.745044100873699,-6.550501426153847,-6.355958751433995,-7.257024504948901,-7.0687768122916665,-6.880529119634432,-8.290000215616146,-8.12902474740741,-7.968049279198673,2.6141649569580325,3.3869387012244885,4.159712445490944,1.8364288742490817,2.4681766742307696,3.0999244742124574,3.227438999844999,3.8791792368749998,4.5309194739050005,3.7848453603041508,4.53962958037037,5.2944138004365895
position,0.048,-6.858548887113705,-6.692242290612244,-6.525935694110783,-6.7650801987248,-6.570602164615381,-6.3761241305059615,-7.280680857086743,-7.0921017850000005,-6.903522712913258,-8.313094291237709,-8.15221633037037,-7.991338369503032,2.619590378165225,3.3886319951020405,4.157673612038856,1.8250523129847918,2.452515352307693,3.079978391630594,3.205662815148693,3.859168559999999,4.512674304851306,3.7548460103083756,4.506549488888887,5.258252967469399
position,0.049,-6.882824068239015,-6.716260238367346,-6.549696408495678,-6.7846468082837195,-6.590247911923076,-6.395849015562433,-7.30364266908173,-7.114757164166669,-6.925871659251607,-8.335349946711872,-8.174366702962963,-8.013383459214054,2.6271669189542126,3.39221997244898,4.157273025943748,1.8168975887184295,2.440283244615385,3.06366890051234,3.1881733486796238,3.843316503958334,4.498459659237044,3.728148929799333,4.476822332592592,5.22549573538585
position,0.05,-6.90697331836491,-6.740086908163266,-6.573200497961622,-6.803698991891817,-6.609426048076922,-6.415153104262027,-7.325999274996688,-7.136879447916667,-6.947759620836646,-8.356719084461309,-8.195657712962962,-8.034596341464615,2.6363623623135224,3.397406918367348,4.158451474421174,1.8111491958664292,2.430704740384616,3.0502602849028024,3.172983076552174,3.8299837916666664,4.486984506781159,3.7051339351263683,4.45045652777778,5.195779120429191
